,stress_x,stress_y
115,57.5,15.35
116,58.0,14.61
117,58.5,13.87
118,59.0,13.14
119,59.5,12.42
120,60.0,11.69
121,60.5,10.97
122,61.0,10.25
123,61.5,9.54
124,62.0,8.83
125,62.5,8.13
126,63.0,7.43
127,63.5,6.73
128,64.0,6.03
129,64.5,5.34
130,65.0,4.65
131,65.5,3.97
132,66.0,3.29
133,66.5,2.61
134,67.0,1.94
135,67.5,1.27
136,68.0,0.61
137,68.5,-0.05
138,69.0,-0.71
139,69.5,-1.37
140,70.0,-2.02
141,70.5,-2.66
142,71.0,-3.31
143,71.5,-3.94
144,72.0,-4.58
145,72.5,-5.21
146,73.0,-5.84
147,73.5,-6.46
148,74.0,-7.08
149,74.5,-7.7
150,75.0,-8.31
151,75.5,-8.92
152,76.0,-9.53
153,76.5,-10.13
154,77.0,-10.73
155,77.5,-11.32
156,78.0,-11.91
157,78.5,-12.5
158,79.0,-13.08
159,79.5,-13.66
160,80.0,-14.23
161,80.5,-14.8
162,81.0,-15.37
163,81.5,-15.93
164,82.0,-16.49
165,82.5,-17.05
166,83.0,-17.6
167,83.5,-18.15
168,84.0,-18.69
169,84.5,-19.23
170,85.0,-19.77
171,85.5,-20.3
172,86.0,-20.83
173,86.5,-21.36
174,87.0,-21.88
175,87.5,-22.4
176,88.0,-22.91
177,88.5,-23.43
178,89.0,-23.93
179,89.5,-24.44
180,90.0,-24.94
181,90.5,-25.43
182,91.0,-25.92
183,91.5,-26.41
184,92.0,-26.9
185,92.5,-27.38
186,93.0,-27.86
187,93.5,-28.33
188,94.0,-28.8
189,94.5,-29.27
190,95.0,-29.73
191,95.5,-30.19
192,96.0,-30.65
193,96.5,-31.1
194,97.0,-31.55
195,97.5,-31.99
196,98.0,-32.43
197,98.5,-32.87
198,99.0,-33.31
199,99.5,-33.74
200,100.0,-34.17
201,100.5,-34.59
202,101.0,-35.01
203,101.5,-35.43
204,102.0,-35.84
205,102.5,-36.25
206,103.0,-36.66
207,103.5,-37.06
208,104.0,-37.46
209,104.5,-37.86
210,105.0,-38.25
211,105.5,-38.64
212,106.0,-39.02
213,106.5,-39.41
214,107.0,-39.79
215,107.5,-40.16
216,108.0,-40.53
217,108.5,-40.9
218,109.0,-41.27
219,109.5,-41.63
220,110.0,-41.99
221,110.5,-42.35
222,111.0,-42.7
223,111.5,-43.05
224,112.0,-43.4
225,112.5,-43.74
226,113.0,-44.08
227,113.5,-44.42
228,114.0,-44.75
229,114.5,-45.08
230,115.0,-45.41
231,115.5,-45.74
232,116.0,-46.06
233,116.5,-46.38
234,117.0,-46.69
235,117.5,-47.0
236,118.0,-47.31
237,118.5,-47.62
238,119.0,-47.92
239,119.5,-48.22
240,120.0,-48.52
241,120.5,-48.82
242,121.0,-49.11
243,121.5,-49.4
244,122.0,-49.68
245,122.5,-49.97
246,123.0,-50.25
247,123.5,-50.52
248,124.0,-50.8
249,124.5,-51.07
250,125.0,-51.34
251,125.5,-51.6
252,126.0,-51.87
253,126.5,-52.13
254,127.0,-52.39
255,127.5,-52.64
256,128.0,-52.89
257,128.5,-53.14
258,129.0,-53.39
259,129.5,-53.64
260,130.0,-53.88
261,130.5,-54.12
262,131.0,-54.36
263,131.5,-54.59
264,132.0,-54.82
265,132.5,-55.05
266,133.0,-55.28
267,133.5,-55.5
268,134.0,-55.72
269,134.5,-55.94
270,135.0,-56.16
271,135.5,-56.38
272,136.0,-56.59
273,136.5,-56.8
274,137.0,-57.01
275,137.5,-57.21
276,138.0,-57.41
277,138.5,-57.61
278,139.0,-57.81
279,139.5,-58.01
280,140.0,-58.2
281,140.5,-58.39
282,141.0,-58.58
283,141.5,-58.77
284,142.0,-58.96
285,142.5,-59.14
286,143.0,-59.32
287,143.5,-59.5
288,144.0,-59.67
289,144.5,-59.85
290,145.0,-60.02
291,145.5,-60.19
292,146.0,-60.36
293,146.5,-60.53
294,147.0,-60.69
295,147.5,-60.85
296,148.0,-61.01
297,148.5,-61.17
298,149.0,-61.33
299,149.5,-61.48
300,150.0,-61.64
301,150.5,-61.79
302,151.0,-61.94
303,151.5,-62.08
304,152.0,-62.23
305,152.5,-62.37
306,153.0,-62.51
307,153.5,-62.65
308,154.0,-62.79
309,154.5,-62.93
310,155.0,-63.06
311,155.5,-63.19
312,156.0,-63.33
313,156.5,-63.46
314,157.0,-63.58
315,157.5,-63.71
316,158.0,-63.83
317,158.5,-63.96
318,159.0,-64.08
319,159.5,-64.2
320,160.0,-64.32
321,160.5,-64.43
322,161.0,-64.55
323,161.5,-64.66
324,162.0,-64.77
325,162.5,-64.88
326,163.0,-64.99
327,163.5,-65.1
328,164.0,-65.21
329,164.5,-65.31
330,165.0,-65.42
331,165.5,-65.52
332,166.0,-65.62
333,166.5,-65.72
334,167.0,-65.82
335,167.5,-65.91
336,168.0,-66.01
337,168.5,-66.1
338,169.0,-66.19
339,169.5,-66.29
340,170.0,-66.38
341,170.5,-66.46
342,171.0,-66.55
343,171.5,-66.64
344,172.0,-66.72
345,172.5,-66.81
346,173.0,-66.89
347,173.5,-66.97
348,174.0,-67.05
349,174.5,-67.13
350,175.0,-67.21
351,175.5,-67.29
352,176.0,-67.36
353,176.5,-67.44
354,177.0,-67.51
355,177.5,-67.58
356,178.0,-67.66
357,178.5,-67.73
358,179.0,-67.8
359,179.5,-67.86
360,180.0,-67.93
361,180.5,-68.0
362,181.0,-68.06
363,181.5,-68.13
364,182.0,-68.19
365,182.5,-68.26
366,183.0,-68.32
367,183.5,-68.38
368,184.0,-68.44
369,184.5,-68.5
370,185.0,-68.55
371,185.5,-68.61
372,186.0,-68.67
373,186.5,-68.72
374,187.0,-68.78
375,187.5,-68.83
376,188.0,-68.89
377,188.5,-68.94
378,189.0,-68.99
379,189.5,-69.04
380,190.0,-69.09
381,190.5,-69.14
382,191.0,-69.19
383,191.5,-69.23
384,192.0,-69.28
385,192.5,-69.33
386,193.0,-69.37
387,193.5,-69.42
388,194.0,-69.46
389,194.5,-69.5
390,195.0,-69.55
391,195.5,-69.59
392,196.0,-69.63
393,196.5,-69.67
394,197.0,-69.71
395,197.5,-69.75
396,198.0,-69.79
397,198.5,-69.82
398,199.0,-69.86
399,199.5,-69.9
400,200.0,-69.93
