,stress_x,stress_y
382,191.0,-34.19
383,191.5,-34.53
384,192.0,-34.87
385,192.5,-35.21
386,193.0,-35.55
387,193.5,-35.88
388,194.0,-36.21
389,194.5,-36.55
390,195.0,-36.88
391,195.5,-37.21
392,196.0,-37.53
393,196.5,-37.86
394,197.0,-38.18
395,197.5,-38.51
396,198.0,-38.83
397,198.5,-39.15
398,199.0,-39.47
399,199.5,-39.79
400,200.0,-40.1
401,200.5,-40.42
402,201.0,-40.73
403,201.5,-41.04
404,202.0,-41.35
405,202.5,-41.66
406,203.0,-41.97
407,203.5,-42.27
408,204.0,-42.58
409,204.5,-42.88
410,205.0,-43.18
411,205.5,-43.48
412,206.0,-43.78
413,206.5,-44.08
414,207.0,-44.38
415,207.5,-44.67
416,208.0,-44.96
417,208.5,-45.26
418,209.0,-45.55
419,209.5,-45.83
420,210.0,-46.12
421,210.5,-46.41
422,211.0,-46.69
423,211.5,-46.98
424,212.0,-47.26
425,212.5,-47.54
426,213.0,-47.82
427,213.5,-48.1
428,214.0,-48.37
429,214.5,-48.65
430,215.0,-48.92
431,215.5,-49.2
432,216.0,-49.47
433,216.5,-49.74
434,217.0,-50.01
435,217.5,-50.27
436,218.0,-50.54
437,218.5,-50.8
438,219.0,-51.07
439,219.5,-51.33
440,220.0,-51.59
441,220.5,-51.85
442,221.0,-52.11
443,221.5,-52.36
444,222.0,-52.62
445,222.5,-52.87
446,223.0,-53.13
447,223.5,-53.38
448,224.0,-53.63
449,224.5,-53.88
450,225.0,-54.13
451,225.5,-54.37
452,226.0,-54.62
453,226.5,-54.86
454,227.0,-55.1
455,227.5,-55.35
456,228.0,-55.59
457,228.5,-55.82
458,229.0,-56.06
459,229.5,-56.3
460,230.0,-56.53
461,230.5,-56.77
462,231.0,-57.0
463,231.5,-57.23
464,232.0,-57.46
465,232.5,-57.69
466,233.0,-57.92
467,233.5,-58.15
468,234.0,-58.37
469,234.5,-58.59
470,235.0,-58.82
471,235.5,-59.04
472,236.0,-59.26
473,236.5,-59.48
474,237.0,-59.7
475,237.5,-59.91
476,238.0,-60.13
477,238.5,-60.35
478,239.0,-60.56
479,239.5,-60.77
480,240.0,-60.98
481,240.5,-61.19
482,241.0,-61.4
483,241.5,-61.61
484,242.0,-61.82
485,242.5,-62.02
486,243.0,-62.23
487,243.5,-62.43
488,244.0,-62.63
489,244.5,-62.83
490,245.0,-63.03
491,245.5,-63.23
492,246.0,-63.43
493,246.5,-63.62
494,247.0,-63.82
495,247.5,-64.01
496,248.0,-64.21
497,248.5,-64.4
498,249.0,-64.59
499,249.5,-64.78
500,250.0,-64.97
501,250.5,-65.16
502,251.0,-65.34
503,251.5,-65.53
504,252.0,-65.71
505,252.5,-65.9
506,253.0,-66.08
507,253.5,-66.26
508,254.0,-66.44
509,254.5,-66.62
510,255.0,-66.8
511,255.5,-66.97
512,256.0,-67.15
513,256.5,-67.33
514,257.0,-67.5
515,257.5,-67.67
516,258.0,-67.84
517,258.5,-68.02
518,259.0,-68.19
519,259.5,-68.35
520,260.0,-68.52
521,260.5,-68.69
522,261.0,-68.86
523,261.5,-69.02
524,262.0,-69.18
525,262.5,-69.35
526,263.0,-69.51
527,263.5,-69.67
528,264.0,-69.83
529,264.5,-69.99
530,265.0,-70.15
531,265.5,-70.3
532,266.0,-70.46
533,266.5,-70.62
534,267.0,-70.77
535,267.5,-70.92
536,268.0,-71.08
537,268.5,-71.23
538,269.0,-71.38
539,269.5,-71.53
540,270.0,-71.68
541,270.5,-71.83
542,271.0,-71.97
543,271.5,-72.12
544,272.0,-72.26
545,272.5,-72.41
546,273.0,-72.55
547,273.5,-72.69
548,274.0,-72.83
549,274.5,-72.98
550,275.0,-73.12
551,275.5,-73.25
552,276.0,-73.39
553,276.5,-73.53
554,277.0,-73.67
555,277.5,-73.8
556,278.0,-73.94
557,278.5,-74.07
558,279.0,-74.2
559,279.5,-74.33
560,280.0,-74.47
561,280.5,-74.6
562,281.0,-74.72
563,281.5,-74.85
564,282.0,-74.98
565,282.5,-75.11
566,283.0,-75.23
567,283.5,-75.36
568,284.0,-75.48
569,284.5,-75.61
570,285.0,-75.73
571,285.5,-75.85
572,286.0,-75.97
573,286.5,-76.1
574,287.0,-76.21
575,287.5,-76.33
576,288.0,-76.45
577,288.5,-76.57
578,289.0,-76.69
579,289.5,-76.8
580,290.0,-76.92
581,290.5,-77.03
582,291.0,-77.15
583,291.5,-77.26
584,292.0,-77.37
585,292.5,-77.48
586,293.0,-77.59
587,293.5,-77.7
588,294.0,-77.81
589,294.5,-77.92
590,295.0,-78.03
591,295.5,-78.13
592,296.0,-78.24
593,296.5,-78.35
594,297.0,-78.45
595,297.5,-78.55
596,298.0,-78.66
597,298.5,-78.76
598,299.0,-78.86
599,299.5,-78.96
600,300.0,-79.06
601,300.5,-79.16
602,301.0,-79.26
603,301.5,-79.36
604,302.0,-79.46
605,302.5,-79.56
606,303.0,-79.65
607,303.5,-79.75
608,304.0,-79.84
609,304.5,-79.94
610,305.0,-80.03
611,305.5,-80.13
612,306.0,-80.22
613,306.5,-80.31
614,307.0,-80.4
615,307.5,-80.49
616,308.0,-80.58
617,308.5,-80.67
618,309.0,-80.76
619,309.5,-80.85
620,310.0,-80.94
621,310.5,-81.02
622,311.0,-81.11
623,311.5,-81.19
624,312.0,-81.28
625,312.5,-81.36
626,313.0,-81.45
627,313.5,-81.53
628,314.0,-81.61
629,314.5,-81.7
630,315.0,-81.78
631,315.5,-81.86
632,316.0,-81.94
633,316.5,-82.02
634,317.0,-82.1
635,317.5,-82.17
636,318.0,-82.25
637,318.5,-82.33
638,319.0,-82.41
639,319.5,-82.48
640,320.0,-82.56
641,320.5,-82.63
642,321.0,-82.71
643,321.5,-82.78
644,322.0,-82.86
645,322.5,-82.93
646,323.0,-83.0
647,323.5,-83.07
648,324.0,-83.14
649,324.5,-83.22
650,325.0,-83.29
651,325.5,-83.36
652,326.0,-83.43
653,326.5,-83.49
654,327.0,-83.56
655,327.5,-83.63
656,328.0,-83.7
657,328.5,-83.76
658,329.0,-83.83
659,329.5,-83.9
660,330.0,-83.96
661,330.5,-84.03
662,331.0,-84.09
663,331.5,-84.15
664,332.0,-84.22
665,332.5,-84.28
666,333.0,-84.34
667,333.5,-84.4
668,334.0,-84.47
669,334.5,-84.53
670,335.0,-84.59
671,335.5,-84.65
672,336.0,-84.71
673,336.5,-84.77
674,337.0,-84.82
675,337.5,-84.88
676,338.0,-84.94
677,338.5,-85.0
678,339.0,-85.05
679,339.5,-85.11
680,340.0,-85.17
681,340.5,-85.22
682,341.0,-85.28
683,341.5,-85.33
684,342.0,-85.39
685,342.5,-85.44
686,343.0,-85.49
687,343.5,-85.55
688,344.0,-85.6
689,344.5,-85.65
690,345.0,-85.7
691,345.5,-85.75
692,346.0,-85.8
693,346.5,-85.86
694,347.0,-85.91
695,347.5,-85.95
696,348.0,-86.0
697,348.5,-86.05
698,349.0,-86.1
699,349.5,-86.15
700,350.0,-86.2
701,350.5,-86.25
702,351.0,-86.29
703,351.5,-86.34
704,352.0,-86.39
705,352.5,-86.43
706,353.0,-86.48
707,353.5,-86.52
708,354.0,-86.57
709,354.5,-86.61
710,355.0,-86.65
711,355.5,-86.7
712,356.0,-86.74
713,356.5,-86.78
714,357.0,-86.83
715,357.5,-86.87
716,358.0,-86.91
717,358.5,-86.95
718,359.0,-86.99
719,359.5,-87.04
720,360.0,-87.08
721,360.5,-87.12
722,361.0,-87.16
723,361.5,-87.2
724,362.0,-87.24
725,362.5,-87.27
726,363.0,-87.31
727,363.5,-87.35
728,364.0,-87.39
729,364.5,-87.43
730,365.0,-87.46
731,365.5,-87.5
732,366.0,-87.54
733,366.5,-87.57
734,367.0,-87.61
735,367.5,-87.65
736,368.0,-87.68
737,368.5,-87.72
738,369.0,-87.75
739,369.5,-87.79
740,370.0,-87.82
741,370.5,-87.86
742,371.0,-87.89
743,371.5,-87.92
744,372.0,-87.96
745,372.5,-87.99
746,373.0,-88.02
747,373.5,-88.05
748,374.0,-88.09
749,374.5,-88.12
750,375.0,-88.15
751,375.5,-88.18
752,376.0,-88.21
753,376.5,-88.24
754,377.0,-88.27
755,377.5,-88.3
756,378.0,-88.33
757,378.5,-88.36
758,379.0,-88.39
759,379.5,-88.42
760,380.0,-88.45
761,380.5,-88.48
762,381.0,-88.51
763,381.5,-88.54
764,382.0,-88.56
765,382.5,-88.59
766,383.0,-88.62
767,383.5,-88.65
768,384.0,-88.67
769,384.5,-88.7
770,385.0,-88.73
771,385.5,-88.75
772,386.0,-88.78
773,386.5,-88.8
774,387.0,-88.83
775,387.5,-88.85
776,388.0,-88.88
777,388.5,-88.9
778,389.0,-88.93
779,389.5,-88.95
780,390.0,-88.98
781,390.5,-89.0
782,391.0,-89.03
783,391.5,-89.05
784,392.0,-89.07
785,392.5,-89.1
786,393.0,-89.12
787,393.5,-89.14
788,394.0,-89.16
789,394.5,-89.19
790,395.0,-89.21
791,395.5,-89.23
792,396.0,-89.25
793,396.5,-89.27
794,397.0,-89.3
795,397.5,-89.32
796,398.0,-89.34
797,398.5,-89.36
798,399.0,-89.38
799,399.5,-89.4
800,400.0,-89.42
