"# Depth/um	Stress/MPa	Orihara Stress Fit/Mpa"
"149.00	-0.00	4.14"
"149.50	-0.48	3.75"
"150.00	-0.95	3.35"
"150.50	-1.42	2.96"
"151.00	-1.89	2.57"
"151.50	-2.35	2.19"
"152.00	-2.82	1.80"
"152.50	-3.28	1.41"
"153.00	-3.74	1.02"
"153.50	-4.20	0.64"
"154.00	-4.66	0.26"
"154.50	-5.12	-0.13"
"155.00	-5.57	-0.51"
"155.50	-6.03	-0.89"
"156.00	-6.48	-1.27"
"156.50	-6.93	-1.65"
"157.00	-7.38	-2.03"
"157.50	-7.83	-2.41"
"158.00	-8.27	-2.78"
"158.50	-8.72	-3.16"
"159.00	-9.16	-3.53"
"159.50	-9.60	-3.91"
"160.00	-10.04	-4.28"
"160.50	-10.48	-4.65"
"161.00	-10.91	-5.02"
"161.50	-11.35	-5.39"
"162.00	-11.78	-5.76"
"162.50	-12.21	-6.13"
"163.00	-12.64	-6.49"
"163.50	-13.07	-6.86"
"164.00	-13.50	-7.23"
"164.50	-13.92	-7.59"
"165.00	-14.35	-7.95"
"165.50	-14.77	-8.32"
"166.00	-15.19	-8.68"
"166.50	-15.61	-9.04"
"167.00	-16.02	-9.40"
"167.50	-16.44	-9.76"
"168.00	-16.85	-10.12"
"168.50	-17.26	-10.47"
"169.00	-17.67	-10.83"
"169.50	-18.08	-11.18"
"170.00	-18.49	-11.54"
"170.50	-18.90	-11.89"
"171.00	-19.30	-12.24"
"171.50	-19.70	-12.60"
"172.00	-20.10	-12.95"
"172.50	-20.50	-13.30"
"173.00	-20.90	-13.64"
"173.50	-21.30	-13.99"
"174.00	-21.69	-14.34"
"174.50	-22.09	-14.68"
"175.00	-22.48	-15.03"
"175.50	-22.87	-15.37"
"176.00	-23.26	-15.72"
"176.50	-23.64	-16.06"
"177.00	-24.03	-16.40"
"177.50	-24.41	-16.74"
"178.00	-24.79	-17.08"
"178.50	-25.17	-17.42"
"179.00	-25.55	-17.76"
"179.50	-25.93	-18.09"
"180.00	-26.31	-18.43"
"180.50	-26.68	-18.76"
"181.00	-27.05	-19.10"
"181.50	-27.43	-19.43"
"182.00	-27.80	-19.76"
"182.50	-28.16	-20.10"
"183.00	-28.53	-20.43"
"183.50	-28.90	-20.76"
"184.00	-29.26	-21.08"
"184.50	-29.62	-21.41"
"185.00	-29.98	-21.74"
"185.50	-30.34	-22.06"
"186.00	-30.70	-22.39"
"186.50	-31.05	-22.71"
"187.00	-31.41	-23.04"
"187.50	-31.76	-23.36"
"188.00	-32.11	-23.68"
"188.50	-32.46	-24.00"
"189.00	-32.81	-24.32"
"189.50	-33.16	-24.64"
"190.00	-33.50	-24.95"
"190.50	-33.85	-25.27"
"191.00	-34.19	-25.59"
"191.50	-34.53	-25.90"
"192.00	-34.87	-26.22"
"192.50	-35.21	-26.53"
"193.00	-35.55	-26.84"
"193.50	-35.88	-27.15"
"194.00	-36.21	-27.46"
"194.50	-36.55	-27.77"
"195.00	-36.88	-28.08"
"195.50	-37.21	-28.39"
"196.00	-37.53	-28.69"
"196.50	-37.86	-29.00"
"197.00	-38.18	-29.30"
"197.50	-38.51	-29.61"
"198.00	-38.83	-29.91"
"198.50	-39.15	-30.21"
"199.00	-39.47	-30.51"
"199.50	-39.79	-30.81"
"200.00	-40.10	-31.11"
"200.50	-40.42	-31.41"
"201.00	-40.73	-31.71"
"201.50	-41.04	-32.01"
"202.00	-41.35	-32.30"
"202.50	-41.66	-32.60"
"203.00	-41.97	-32.89"
"203.50	-42.27	-33.18"
"204.00	-42.58	-33.47"
"204.50	-42.88	-33.77"
"205.00	-43.18	-34.06"
"205.50	-43.48	-34.35"
"206.00	-43.78	-34.63"
"206.50	-44.08	-34.92"
"207.00	-44.38	-35.21"
"207.50	-44.67	-35.49"
"208.00	-44.96	-35.78"
"208.50	-45.26	-36.06"
"209.00	-45.55	-36.35"
"209.50	-45.83	-36.63"
"210.00	-46.12	-36.91"
"210.50	-46.41	-37.19"
"211.00	-46.69	-37.47"
"211.50	-46.98	-37.75"
"212.00	-47.26	-38.02"
"212.50	-47.54	-38.30"
"213.00	-47.82	-38.58"
"213.50	-48.10	-38.85"
"214.00	-48.37	-39.13"
"214.50	-48.65	-39.40"
"215.00	-48.92	-39.67"
"215.50	-49.20	-39.94"
"216.00	-49.47	-40.21"
"216.50	-49.74	-40.48"
"217.00	-50.01	-40.75"
"217.50	-50.27	-41.02"
"218.00	-50.54	-41.28"
"218.50	-50.80	-41.55"
"219.00	-51.07	-41.82"
"219.50	-51.33	-42.08"
"220.00	-51.59	-42.34"
"220.50	-51.85	-42.60"
"221.00	-52.11	-42.87"
"221.50	-52.36	-43.13"
"222.00	-52.62	-43.39"
"222.50	-52.87	-43.65"
"223.00	-53.13	-43.90"
"223.50	-53.38	-44.16"
"224.00	-53.63	-44.42"
"224.50	-53.88	-44.67"
"225.00	-54.13	-44.93"
"225.50	-54.37	-45.18"
"226.00	-54.62	-45.43"
"226.50	-54.86	-45.68"
"227.00	-55.10	-45.93"
"227.50	-55.35	-46.18"
"228.00	-55.59	-46.43"
"228.50	-55.82	-46.68"
"229.00	-56.06	-46.93"
"229.50	-56.30	-47.17"
"230.00	-56.53	-47.42"
"230.50	-56.77	-47.67"
"231.00	-57.00	-47.91"
"231.50	-57.23	-48.15"
"232.00	-57.46	-48.39"
"232.50	-57.69	-48.63"
"233.00	-57.92	-48.88"
"233.50	-58.15	-49.11"
"234.00	-58.37	-49.35"
"234.50	-58.59	-49.59"
"235.00	-58.82	-49.83"
"235.50	-59.04	-50.06"
"236.00	-59.26	-50.30"
"236.50	-59.48	-50.53"
"237.00	-59.70	-50.77"
"237.50	-59.91	-51.00"
"238.00	-60.13	-51.23"
"238.50	-60.35	-51.46"
"239.00	-60.56	-51.69"
"239.50	-60.77	-51.92"
"240.00	-60.98	-52.15"
"240.50	-61.19	-52.38"
"241.00	-61.40	-52.60"
"241.50	-61.61	-52.83"
"242.00	-61.82	-53.05"
"242.50	-62.02	-53.28"
"243.00	-62.23	-53.50"
"243.50	-62.43	-53.72"
"244.00	-62.63	-53.94"
"244.50	-62.83	-54.16"
"245.00	-63.03	-54.38"
"245.50	-63.23	-54.60"
"246.00	-63.43	-54.82"
"246.50	-63.62	-55.04"
"247.00	-63.82	-55.25"
"247.50	-64.01	-55.47"
"248.00	-64.21	-55.68"
"248.50	-64.40	-55.90"
"249.00	-64.59	-56.11"
"249.50	-64.78	-56.32"
"250.00	-64.97	-56.53"
"250.50	-65.16	-56.74"
"251.00	-65.34	-56.95"
"251.50	-65.53	-57.16"
"252.00	-65.71	-57.37"
"252.50	-65.90	-57.58"
"253.00	-66.08	-57.78"
"253.50	-66.26	-57.99"
"254.00	-66.44	-58.19"
"254.50	-66.62	-58.40"
"255.00	-66.80	-58.60"
"255.50	-66.97	-58.80"
"256.00	-67.15	-59.00"
"256.50	-67.33	-59.20"
"257.00	-67.50	-59.40"
"257.50	-67.67	-59.60"
"258.00	-67.84	-59.80"
"258.50	-68.02	-60.00"
"259.00	-68.19	-60.19"
"259.50	-68.35	-60.39"
"260.00	-68.52	-60.58"
"260.50	-68.69	-60.78"
"261.00	-68.86	-60.97"
"261.50	-69.02	-61.16"
"262.00	-69.18	-61.35"
"262.50	-69.35	-61.54"
"263.00	-69.51	-61.73"
"263.50	-69.67	-61.92"
"264.00	-69.83	-62.11"
"264.50	-69.99	-62.30"
"265.00	-70.15	-62.48"
"265.50	-70.30	-62.67"
"266.00	-70.46	-62.86"
"266.50	-70.62	-63.04"
"267.00	-70.77	-63.22"
"267.50	-70.92	-63.41"
"268.00	-71.08	-63.59"
"268.50	-71.23	-63.77"
"269.00	-71.38	-63.95"
"269.50	-71.53	-64.13"
"270.00	-71.68	-64.31"
"270.50	-71.83	-64.48"
"271.00	-71.97	-64.66"
"271.50	-72.12	-64.84"
"272.00	-72.26	-65.01"
"272.50	-72.41	-65.19"
"273.00	-72.55	-65.36"
"273.50	-72.69	-65.53"
"274.00	-72.83	-65.71"
"274.50	-72.98	-65.88"
"275.00	-73.12	-66.05"
"275.50	-73.25	-66.22"
"276.00	-73.39	-66.39"
"276.50	-73.53	-66.56"
"277.00	-73.67	-66.72"
"277.50	-73.80	-66.89"
"278.00	-73.94	-67.06"
"278.50	-74.07	-67.22"
"279.00	-74.20	-67.39"
"279.50	-74.33	-67.55"
"280.00	-74.47	-67.71"
"280.50	-74.60	-67.88"
"281.00	-74.72	-68.04"
"281.50	-74.85	-68.20"
"282.00	-74.98	-68.36"
"282.50	-75.11	-68.52"
"283.00	-75.23	-68.68"
"283.50	-75.36	-68.83"
"284.00	-75.48	-68.99"
"284.50	-75.61	-69.15"
"285.00	-75.73	-69.30"
"285.50	-75.85	-69.46"
"286.00	-75.97	-69.61"
"286.50	-76.10	-69.76"
"287.00	-76.21	-69.92"
"287.50	-76.33	-70.07"
"288.00	-76.45	-70.22"
"288.50	-76.57	-70.37"
"289.00	-76.69	-70.52"
"289.50	-76.80	-70.67"
"290.00	-76.92	-70.81"
"290.50	-77.03	-70.96"
"291.00	-77.15	-71.11"
"291.50	-77.26	-71.25"
"292.00	-77.37	-71.40"
"292.50	-77.48	-71.54"
"293.00	-77.59	-71.69"
"293.50	-77.70	-71.83"
"294.00	-77.81	-71.97"
"294.50	-77.92	-72.11"
"295.00	-78.03	-72.25"
"295.50	-78.13	-72.39"
"296.00	-78.24	-72.53"
"296.50	-78.35	-72.67"
"297.00	-78.45	-72.81"
"297.50	-78.55	-72.94"
"298.00	-78.66	-73.08"
"298.50	-78.76	-73.22"
"299.00	-78.86	-73.35"
"299.50	-78.96	-73.48"
"300.00	-79.06	-73.62"
"300.50	-79.16	-73.75"
"301.00	-79.26	-73.88"
"301.50	-79.36	-74.01"
"302.00	-79.46	-74.14"
"302.50	-79.56	-74.27"
"303.00	-79.65	-74.40"
"303.50	-79.75	-74.53"
"304.00	-79.84	-74.66"
"304.50	-79.94	-74.79"
"305.00	-80.03	-74.91"
"305.50	-80.13	-75.04"
"306.00	-80.22	-75.16"
"306.50	-80.31	-75.29"
"307.00	-80.40	-75.41"
"307.50	-80.49	-75.53"
"308.00	-80.58	-75.65"
"308.50	-80.67	-75.78"
"309.00	-80.76	-75.90"
"309.50	-80.85	-76.02"
"310.00	-80.94	-76.14"
"310.50	-81.02	-76.25"
"311.00	-81.11	-76.37"
"311.50	-81.19	-76.49"
"312.00	-81.28	-76.61"
"312.50	-81.36	-76.72"
"313.00	-81.45	-76.84"
"313.50	-81.53	-76.95"
"314.00	-81.61	-77.06"
"314.50	-81.70	-77.18"
"315.00	-81.78	-77.29"
"315.50	-81.86	-77.40"
"316.00	-81.94	-77.51"
"316.50	-82.02	-77.62"
"317.00	-82.10	-77.73"
"317.50	-82.17	-77.84"
"318.00	-82.25	-77.95"
"318.50	-82.33	-78.06"
"319.00	-82.41	-78.16"
"319.50	-82.48	-78.27"
"320.00	-82.56	-78.38"
"320.50	-82.63	-78.48"
"321.00	-82.71	-78.58"
"321.50	-82.78	-78.69"
"322.00	-82.86	-78.79"
"322.50	-82.93	-78.89"
"323.00	-83.00	-78.99"
"323.50	-83.07	-79.10"
"324.00	-83.14	-79.20"
"324.50	-83.22	-79.30"
"325.00	-83.29	-79.39"
"325.50	-83.36	-79.49"
"326.00	-83.43	-79.59"
"326.50	-83.49	-79.69"
"327.00	-83.56	-79.78"
"327.50	-83.63	-79.88"
"328.00	-83.70	-79.97"
"328.50	-83.76	-80.07"
"329.00	-83.83	-80.16"
"329.50	-83.90	-80.26"
"330.00	-83.96	-80.35"
"330.50	-84.03	-80.44"
"331.00	-84.09	-80.53"
"331.50	-84.15	-80.62"
"332.00	-84.22	-80.71"
"332.50	-84.28	-80.80"
"333.00	-84.34	-80.89"
"333.50	-84.40	-80.98"
"334.00	-84.47	-81.06"
"334.50	-84.53	-81.15"
"335.00	-84.59	-81.24"
"335.50	-84.65	-81.32"
"336.00	-84.71	-81.41"
"336.50	-84.77	-81.49"
"337.00	-84.82	-81.57"
"337.50	-84.88	-81.66"
"338.00	-84.94	-81.74"
"338.50	-85.00	-81.82"
"339.00	-85.05	-81.90"
"339.50	-85.11	-81.98"
"340.00	-85.17	-82.06"
"340.50	-85.22	-82.14"
"341.00	-85.28	-82.22"
"341.50	-85.33	-82.30"
"342.00	-85.39	-82.37"
"342.50	-85.44	-82.45"
"343.00	-85.49	-82.53"
"343.50	-85.55	-82.60"
"344.00	-85.60	-82.68"
"344.50	-85.65	-82.75"
"345.00	-85.70	-82.82"
"345.50	-85.75	-82.90"
"346.00	-85.80	-82.97"
"346.50	-85.86	-83.04"
"347.00	-85.91	-83.11"
"347.50	-85.95	-83.18"
"348.00	-86.00	-83.25"
"348.50	-86.05	-83.32"
"349.00	-86.10	-83.39"
"349.50	-86.15	-83.46"
"350.00	-86.20	-83.53"
"350.50	-86.25	-83.59"
"351.00	-86.29	-83.66"
"351.50	-86.34	-83.72"
"352.00	-86.39	-83.79"
"352.50	-86.43	-83.85"
"353.00	-86.48	-83.92"
"353.50	-86.52	-83.98"
"354.00	-86.57	-84.04"
"354.50	-86.61	-84.10"
"355.00	-86.65	-84.17"
"355.50	-86.70	-84.23"
"356.00	-86.74	-84.29"
"356.50	-86.78	-84.35"
"357.00	-86.83	-84.41"
"357.50	-86.87	-84.46"
"358.00	-86.91	-84.52"
"358.50	-86.95	-84.58"
"359.00	-86.99	-84.63"
"359.50	-87.04	-84.69"
"360.00	-87.08	-84.75"
"360.50	-87.12	-84.80"
"361.00	-87.16	-84.86"
"361.50	-87.20	-84.91"
"362.00	-87.24	-84.96"
"362.50	-87.27	-85.01"
"363.00	-87.31	-85.07"
"363.50	-87.35	-85.12"
"364.00	-87.39	-85.17"
"364.50	-87.43	-85.22"
"365.00	-87.46	-85.27"
"365.50	-87.50	-85.32"
"366.00	-87.54	-85.36"
"366.50	-87.57	-85.41"
"367.00	-87.61	-85.46"
"367.50	-87.65	-85.51"
"368.00	-87.68	-85.55"
"368.50	-87.72	-85.60"
"369.00	-87.75	-85.64"
"369.50	-87.79	-85.69"
"370.00	-87.82	-85.73"
"370.50	-87.86	-85.77"
"371.00	-87.89	-85.82"
"371.50	-87.92	-85.86"
"372.00	-87.96	-85.90"
"372.50	-87.99	-85.94"
"373.00	-88.02	-85.98"
"373.50	-88.05	-86.02"
"374.00	-88.09	-86.06"
"374.50	-88.12	-86.10"
"375.00	-88.15	-86.13"
"375.50	-88.18	-86.17"
"376.00	-88.21	-86.21"
"376.50	-88.24	-86.24"
"377.00	-88.27	-86.28"
"377.50	-88.30	-86.32"
"378.00	-88.33	-86.35"
"378.50	-88.36	-86.38"
"379.00	-88.39	-86.42"
"379.50	-88.42	-86.45"
"380.00	-88.45	-86.48"
"380.50	-88.48	-86.51"
"381.00	-88.51	-86.54"
"381.50	-88.54	-86.57"
"382.00	-88.56	-86.60"
"382.50	-88.59	-86.63"
"383.00	-88.62	-86.66"
"383.50	-88.65	-86.69"
"384.00	-88.67	-86.72"
"384.50	-88.70	-86.75"
"385.00	-88.73	-86.77"
"385.50	-88.75	-86.80"
"386.00	-88.78	-86.82"
"386.50	-88.80	-86.85"
"387.00	-88.83	-86.87"
"387.50	-88.85	-86.90"
"388.00	-88.88	-86.92"
"388.50	-88.90	-86.94"
"389.00	-88.93	-86.96"
"389.50	-88.95	-86.99"
"390.00	-88.98	-87.01"
"390.50	-89.00	-87.03"
"391.00	-89.03	-87.05"
"391.50	-89.05	-87.07"
"392.00	-89.07	-87.08"
"392.50	-89.10	-87.10"
"393.00	-89.12	-87.12"
"393.50	-89.14	-87.14"
"394.00	-89.16	-87.15"
"394.50	-89.19	-87.17"
"395.00	-89.21	-87.18"
"395.50	-89.23	-87.20"
"396.00	-89.25	-87.21"
"396.50	-89.27	-87.23"
"397.00	-89.30	-87.24"
"397.50	-89.32	-87.25"
"398.00	-89.34	-87.26"
"398.50	-89.36	-87.28"
"399.00	-89.38	-87.29"
"399.50	-89.40	-87.30"
"400.00	-89.42	-87.31"
