"# Depth/um	Stress/MPa	Orihara Stress Fit/Mpa"
"462.50	-52.98	-52.82"
"463.00	-52.99	-52.84"
"463.50	-53.00	-52.86"
"464.00	-53.01	-52.88"
"464.50	-53.02	-52.91"
"465.00	-53.03	-52.93"
"465.50	-53.04	-52.95"
"466.00	-53.05	-52.97"
"466.50	-53.06	-52.99"
"467.00	-53.07	-53.02"
"467.50	-53.08	-53.04"
"468.00	-53.09	-53.06"
"468.50	-53.10	-53.08"
"469.00	-53.11	-53.10"
"469.50	-53.12	-53.12"
"470.00	-53.12	-53.14"
"470.50	-53.13	-53.16"
"471.00	-53.14	-53.18"
"471.50	-53.15	-53.20"
"472.00	-53.16	-53.22"
"472.50	-53.17	-53.24"
"473.00	-53.18	-53.26"
"473.50	-53.19	-53.28"
"474.00	-53.19	-53.30"
"474.50	-53.20	-53.32"
"475.00	-53.21	-53.34"
"475.50	-53.22	-53.36"
"476.00	-53.23	-53.38"
"476.50	-53.24	-53.40"
"477.00	-53.24	-53.42"
"477.50	-53.25	-53.44"
"478.00	-53.26	-53.45"
"478.50	-53.27	-53.47"
"479.00	-53.28	-53.49"
"479.50	-53.28	-53.51"
"480.00	-53.29	-53.53"
"480.50	-53.30	-53.54"
"481.00	-53.31	-53.56"
"481.50	-53.31	-53.58"
"482.00	-53.32	-53.60"
"482.50	-53.33	-53.61"
"483.00	-53.33	-53.63"
"483.50	-53.34	-53.65"
"484.00	-53.35	-53.67"
"484.50	-53.36	-53.68"
"485.00	-53.36	-53.70"
"485.50	-53.37	-53.72"
"486.00	-53.38	-53.73"
"486.50	-53.38	-53.75"
"487.00	-53.39	-53.77"
"487.50	-53.40	-53.78"
"488.00	-53.40	-53.80"
"488.50	-53.41	-53.81"
"489.00	-53.42	-53.83"
"489.50	-53.42	-53.85"
"490.00	-53.43	-53.86"
"490.50	-53.43	-53.88"
"491.00	-53.44	-53.89"
"491.50	-53.45	-53.91"
"492.00	-53.45	-53.92"
"492.50	-53.46	-53.94"
"493.00	-53.46	-53.95"
"493.50	-53.47	-53.97"
"494.00	-53.48	-53.98"
"494.50	-53.48	-54.00"
"495.00	-53.49	-54.01"
"495.50	-53.49	-54.03"
"496.00	-53.50	-54.04"
"496.50	-53.50	-54.05"
"497.00	-53.51	-54.07"
"497.50	-53.51	-54.08"
"498.00	-53.52	-54.10"
"498.50	-53.53	-54.11"
"499.00	-53.53	-54.12"
"499.50	-53.54	-54.14"
"500.00	-53.54	-54.15"
"500.50	-53.55	-54.16"
"501.00	-53.55	-54.18"
"501.50	-53.56	-54.19"
"502.00	-53.56	-54.20"
"502.50	-53.57	-54.22"
"503.00	-53.57	-54.23"
"503.50	-53.58	-54.24"
"504.00	-53.58	-54.25"
"504.50	-53.58	-54.27"
"505.00	-53.59	-54.28"
"505.50	-53.59	-54.29"
"506.00	-53.60	-54.30"
"506.50	-53.60	-54.32"
"507.00	-53.61	-54.33"
"507.50	-53.61	-54.34"
"508.00	-53.62	-54.35"
"508.50	-53.62	-54.36"
"509.00	-53.63	-54.38"
"509.50	-53.63	-54.39"
"510.00	-53.63	-54.40"
"510.50	-53.64	-54.41"
"511.00	-53.64	-54.42"
"511.50	-53.65	-54.43"
"512.00	-53.65	-54.45"
"512.50	-53.65	-54.46"
"513.00	-53.66	-54.47"
"513.50	-53.66	-54.48"
"514.00	-53.67	-54.49"
"514.50	-53.67	-54.50"
"515.00	-53.67	-54.51"
"515.50	-53.68	-54.52"
"516.00	-53.68	-54.53"
"516.50	-53.68	-54.54"
"517.00	-53.69	-54.55"
"517.50	-53.69	-54.56"
"518.00	-53.69	-54.57"
"518.50	-53.70	-54.58"
"519.00	-53.70	-54.59"
"519.50	-53.71	-54.60"
"520.00	-53.71	-54.61"
"520.50	-53.71	-54.62"
"521.00	-53.72	-54.63"
"521.50	-53.72	-54.64"
"522.00	-53.72	-54.65"
"522.50	-53.73	-54.66"
"523.00	-53.73	-54.67"
"523.50	-53.73	-54.68"
"524.00	-53.73	-54.69"
"524.50	-53.74	-54.70"
"525.00	-53.74	-54.71"
"525.50	-53.74	-54.72"
"526.00	-53.75	-54.73"
"526.50	-53.75	-54.74"
"527.00	-53.75	-54.75"
"527.50	-53.76	-54.75"
"528.00	-53.76	-54.76"
"528.50	-53.76	-54.77"
"529.00	-53.76	-54.78"
"529.50	-53.77	-54.79"
"530.00	-53.77	-54.80"
"530.50	-53.77	-54.81"
"531.00	-53.78	-54.81"
"531.50	-53.78	-54.82"
"532.00	-53.78	-54.83"
"532.50	-53.78	-54.84"
"533.00	-53.79	-54.85"
"533.50	-53.79	-54.86"
"534.00	-53.79	-54.86"
"534.50	-53.79	-54.87"
"535.00	-53.80	-54.88"
"535.50	-53.80	-54.89"
"536.00	-53.80	-54.90"
"536.50	-53.80	-54.90"
"537.00	-53.81	-54.91"
"537.50	-53.81	-54.92"
"538.00	-53.81	-54.93"
"538.50	-53.81	-54.93"
"539.00	-53.81	-54.94"
"539.50	-53.82	-54.95"
"540.00	-53.82	-54.96"
"540.50	-53.82	-54.96"
"541.00	-53.82	-54.97"
"541.50	-53.83	-54.98"
"542.00	-53.83	-54.98"
"542.50	-53.83	-54.99"
"543.00	-53.83	-55.00"
"543.50	-53.83	-55.00"
"544.00	-53.84	-55.01"
"544.50	-53.84	-55.02"
"545.00	-53.84	-55.03"
"545.50	-53.84	-55.03"
"546.00	-53.84	-55.04"
"546.50	-53.85	-55.05"
"547.00	-53.85	-55.05"
"547.50	-53.85	-55.06"
"548.00	-53.85	-55.06"
"548.50	-53.85	-55.07"
"549.00	-53.86	-55.08"
"549.50	-53.86	-55.08"
"550.00	-53.86	-55.09"
"550.50	-53.86	-55.10"
"551.00	-53.86	-55.10"
"551.50	-53.86	-55.11"
"552.00	-53.87	-55.11"
"552.50	-53.87	-55.12"
"553.00	-53.87	-55.13"
"553.50	-53.87	-55.13"
"554.00	-53.87	-55.14"
"554.50	-53.87	-55.14"
"555.00	-53.88	-55.15"
"555.50	-53.88	-55.15"
"556.00	-53.88	-55.16"
"556.50	-53.88	-55.17"
"557.00	-53.88	-55.17"
"557.50	-53.88	-55.18"
"558.00	-53.89	-55.18"
"558.50	-53.89	-55.19"
"559.00	-53.89	-55.19"
"559.50	-53.89	-55.20"
"560.00	-53.89	-55.20"
"560.50	-53.89	-55.21"
"561.00	-53.89	-55.21"
"561.50	-53.90	-55.22"
"562.00	-53.90	-55.22"
"562.50	-53.90	-55.23"
"563.00	-53.90	-55.23"
"563.50	-53.90	-55.24"
"564.00	-53.90	-55.24"
"564.50	-53.90	-55.25"
"565.00	-53.90	-55.25"
"565.50	-53.91	-55.26"
"566.00	-53.91	-55.26"
"566.50	-53.91	-55.27"
"567.00	-53.91	-55.27"
"567.50	-53.91	-55.28"
"568.00	-53.91	-55.28"
"568.50	-53.91	-55.29"
"569.00	-53.91	-55.29"
"569.50	-53.92	-55.30"
"570.00	-53.92	-55.30"
"570.50	-53.92	-55.31"
"571.00	-53.92	-55.31"
"571.50	-53.92	-55.31"
"572.00	-53.92	-55.32"
"572.50	-53.92	-55.32"
"573.00	-53.92	-55.33"
"573.50	-53.92	-55.33"
"574.00	-53.93	-55.34"
"574.50	-53.93	-55.34"
"575.00	-53.93	-55.34"
"575.50	-53.93	-55.35"
"576.00	-53.93	-55.35"
"576.50	-53.93	-55.36"
"577.00	-53.93	-55.36"
"577.50	-53.93	-55.36"
"578.00	-53.93	-55.37"
"578.50	-53.93	-55.37"
"579.00	-53.93	-55.37"
"579.50	-53.94	-55.38"
"580.00	-53.94	-55.38"
"580.50	-53.94	-55.39"
"581.00	-53.94	-55.39"
"581.50	-53.94	-55.39"
"582.00	-53.94	-55.40"
"582.50	-53.94	-55.40"
"583.00	-53.94	-55.40"
"583.50	-53.94	-55.41"
"584.00	-53.94	-55.41"
"584.50	-53.94	-55.41"
"585.00	-53.95	-55.42"
"585.50	-53.95	-55.42"
"586.00	-53.95	-55.43"
"586.50	-53.95	-55.43"
"587.00	-53.95	-55.43"
"587.50	-53.95	-55.44"
"588.00	-53.95	-55.44"
"588.50	-53.95	-55.44"
"589.00	-53.95	-55.44"
"589.50	-53.95	-55.45"
"590.00	-53.95	-55.45"
"590.50	-53.95	-55.45"
"591.00	-53.95	-55.46"
"591.50	-53.95	-55.46"
"592.00	-53.96	-55.46"
"592.50	-53.96	-55.47"
"593.00	-53.96	-55.47"
"593.50	-53.96	-55.47"
"594.00	-53.96	-55.48"
"594.50	-53.96	-55.48"
"595.00	-53.96	-55.48"
"595.50	-53.96	-55.48"
"596.00	-53.96	-55.49"
"596.50	-53.96	-55.49"
"597.00	-53.96	-55.49"
"597.50	-53.96	-55.50"
"598.00	-53.96	-55.50"
"598.50	-53.96	-55.50"
"599.00	-53.96	-55.50"
"599.50	-53.96	-55.51"
"600.00	-53.97	-55.51"
"600.50	-53.97	-55.51"
"601.00	-53.97	-55.51"
"601.50	-53.97	-55.52"
"602.00	-53.97	-55.52"
"602.50	-53.97	-55.52"
"603.00	-53.97	-55.52"
"603.50	-53.97	-55.53"
"604.00	-53.97	-55.53"
"604.50	-53.97	-55.53"
"605.00	-53.97	-55.53"
"605.50	-53.97	-55.54"
"606.00	-53.97	-55.54"
"606.50	-53.97	-55.54"
"607.00	-53.97	-55.54"
"607.50	-53.97	-55.55"
"608.00	-53.97	-55.55"
"608.50	-53.97	-55.55"
"609.00	-53.97	-55.55"
"609.50	-53.97	-55.56"
"610.00	-53.98	-55.56"
"610.50	-53.98	-55.56"
"611.00	-53.98	-55.56"
"611.50	-53.98	-55.56"
"612.00	-53.98	-55.57"
"612.50	-53.98	-55.57"
"613.00	-53.98	-55.57"
"613.50	-53.98	-55.57"
"614.00	-53.98	-55.57"
"614.50	-53.98	-55.58"
"615.00	-53.98	-55.58"
"615.50	-53.98	-55.58"
"616.00	-53.98	-55.58"
"616.50	-53.98	-55.58"
"617.00	-53.98	-55.59"
"617.50	-53.98	-55.59"
"618.00	-53.98	-55.59"
"618.50	-53.98	-55.59"
"619.00	-53.98	-55.59"
"619.50	-53.98	-55.60"
"620.00	-53.98	-55.60"
"620.50	-53.98	-55.60"
"621.00	-53.98	-55.60"
"621.50	-53.98	-55.60"
"622.00	-53.98	-55.61"
"622.50	-53.98	-55.61"
"623.00	-53.99	-55.61"
"623.50	-53.99	-55.61"
"624.00	-53.99	-55.61"
"624.50	-53.99	-55.61"
"625.00	-53.99	-55.62"
"625.50	-53.99	-55.62"
"626.00	-53.99	-55.62"
"626.50	-53.99	-55.62"
"627.00	-53.99	-55.62"
"627.50	-53.99	-55.62"
"628.00	-53.99	-55.63"
"628.50	-53.99	-55.63"
"629.00	-53.99	-55.63"
"629.50	-53.99	-55.63"
"630.00	-53.99	-55.63"
"630.50	-53.99	-55.63"
"631.00	-53.99	-55.64"
"631.50	-53.99	-55.64"
"632.00	-53.99	-55.64"
"632.50	-53.99	-55.64"
"633.00	-53.99	-55.64"
"633.50	-53.99	-55.64"
"634.00	-53.99	-55.64"
"634.50	-53.99	-55.65"
"635.00	-53.99	-55.65"
"635.50	-53.99	-55.65"
"636.00	-53.99	-55.65"
"636.50	-53.99	-55.65"
"637.00	-53.99	-55.65"
"637.50	-53.99	-55.65"
"638.00	-53.99	-55.65"
"638.50	-53.99	-55.66"
"639.00	-53.99	-55.66"
"639.50	-53.99	-55.66"
"640.00	-53.99	-55.66"
"640.50	-53.99	-55.66"
"641.00	-53.99	-55.66"
"641.50	-53.99	-55.66"
"642.00	-53.99	-55.67"
"642.50	-53.99	-55.67"
"643.00	-54.00	-55.67"
"643.50	-54.00	-55.67"
"644.00	-54.00	-55.67"
"644.50	-54.00	-55.67"
"645.00	-54.00	-55.67"
"645.50	-54.00	-55.67"
"646.00	-54.00	-55.67"
"646.50	-54.00	-55.68"
"647.00	-54.00	-55.68"
"647.50	-54.00	-55.68"
"648.00	-54.00	-55.68"
"648.50	-54.00	-55.68"
"649.00	-54.00	-55.68"
"649.50	-54.00	-55.68"
"650.00	-54.00	-55.68"
"650.50	-54.00	-55.68"
"651.00	-54.00	-55.69"
"651.50	-54.00	-55.69"
"652.00	-54.00	-55.69"
"652.50	-54.00	-55.69"
"653.00	-54.00	-55.69"
"653.50	-54.00	-55.69"
"654.00	-54.00	-55.69"
"654.50	-54.00	-55.69"
"655.00	-54.00	-55.69"
"655.50	-54.00	-55.69"
"656.00	-54.00	-55.70"
"656.50	-54.00	-55.70"
"657.00	-54.00	-55.70"
"657.50	-54.00	-55.70"
"658.00	-54.00	-55.70"
"658.50	-54.00	-55.70"
"659.00	-54.00	-55.70"
"659.50	-54.00	-55.70"
"660.00	-54.00	-55.70"
"660.50	-54.00	-55.70"
"661.00	-54.00	-55.70"
"661.50	-54.00	-55.71"
"662.00	-54.00	-55.71"
"662.50	-54.00	-55.71"
"663.00	-54.00	-55.71"
"663.50	-54.00	-55.71"
"664.00	-54.00	-55.71"
"664.50	-54.00	-55.71"
"665.00	-54.00	-55.71"
"665.50	-54.00	-55.71"
"666.00	-54.00	-55.71"
"666.50	-54.00	-55.71"
"667.00	-54.00	-55.71"
"667.50	-54.00	-55.71"
"668.00	-54.00	-55.72"
"668.50	-54.00	-55.72"
"669.00	-54.00	-55.72"
"669.50	-54.00	-55.72"
"670.00	-54.00	-55.72"
"670.50	-54.00	-55.72"
"671.00	-54.00	-55.72"
"671.50	-54.00	-55.72"
"672.00	-54.00	-55.72"
"672.50	-54.00	-55.72"
"673.00	-54.00	-55.72"
"673.50	-54.00	-55.72"
"674.00	-54.00	-55.72"
"674.50	-54.00	-55.72"
"675.00	-54.00	-55.73"
"675.50	-54.00	-55.73"
"676.00	-54.00	-55.73"
"676.50	-54.00	-55.73"
"677.00	-54.00	-55.73"
"677.50	-54.00	-55.73"
"678.00	-54.00	-55.73"
"678.50	-54.00	-55.73"
"679.00	-54.00	-55.73"
"679.50	-54.00	-55.73"
"680.00	-54.00	-55.73"
"680.50	-54.00	-55.73"
"681.00	-54.00	-55.73"
"681.50	-54.00	-55.73"
"682.00	-54.00	-55.73"
"682.50	-54.00	-55.73"
"683.00	-54.00	-55.73"
"683.50	-54.00	-55.74"
"684.00	-54.00	-55.74"
"684.50	-54.00	-55.74"
"685.00	-54.00	-55.74"
"685.50	-54.00	-55.74"
"686.00	-54.00	-55.74"
"686.50	-54.01	-55.74"
"687.00	-54.01	-55.74"
"687.50	-54.01	-55.74"
"688.00	-54.01	-55.74"
"688.50	-54.01	-55.74"
"689.00	-54.01	-55.74"
"689.50	-54.01	-55.74"
"690.00	-54.01	-55.74"
"690.50	-54.01	-55.74"
"691.00	-54.01	-55.74"
"691.50	-54.01	-55.74"
"692.00	-54.01	-55.74"
"692.50	-54.01	-55.74"
"693.00	-54.01	-55.74"
"693.50	-54.01	-55.74"
"694.00	-54.01	-55.75"
"694.50	-54.01	-55.75"
"695.00	-54.01	-55.75"
"695.50	-54.01	-55.75"
"696.00	-54.01	-55.75"
"696.50	-54.01	-55.75"
"697.00	-54.01	-55.75"
"697.50	-54.01	-55.75"
"698.00	-54.01	-55.75"
"698.50	-54.01	-55.75"
"699.00	-54.01	-55.75"
"699.50	-54.01	-55.75"
"700.00	-54.01	-55.75"
"700.50	-54.01	-55.75"
"701.00	-54.01	-55.75"
"701.50	-54.01	-55.75"
"702.00	-54.01	-55.75"
"702.50	-54.01	-55.75"
"703.00	-54.01	-55.75"
"703.50	-54.01	-55.75"
"704.00	-54.01	-55.75"
"704.50	-54.01	-55.75"
"705.00	-54.01	-55.75"
"705.50	-54.01	-55.75"
"706.00	-54.01	-55.75"
"706.50	-54.01	-55.76"
"707.00	-54.01	-55.76"
"707.50	-54.01	-55.76"
"708.00	-54.01	-55.76"
"708.50	-54.01	-55.76"
"709.00	-54.01	-55.76"
"709.50	-54.01	-55.76"
"710.00	-54.01	-55.76"
"710.50	-54.01	-55.76"
"711.00	-54.01	-55.76"
"711.50	-54.01	-55.76"
"712.00	-54.01	-55.76"
"712.50	-54.01	-55.76"
"713.00	-54.01	-55.76"
"713.50	-54.01	-55.76"
"714.00	-54.01	-55.76"
"714.50	-54.01	-55.76"
"715.00	-54.01	-55.76"
"715.50	-54.01	-55.76"
"716.00	-54.01	-55.76"
"716.50	-54.01	-55.76"
"717.00	-54.01	-55.76"
"717.50	-54.01	-55.76"
"718.00	-54.01	-55.76"
"718.50	-54.01	-55.76"
"719.00	-54.01	-55.76"
"719.50	-54.01	-55.76"
"720.00	-54.01	-55.76"
"720.50	-54.01	-55.76"
"721.00	-54.01	-55.76"
"721.50	-54.01	-55.76"
"722.00	-54.01	-55.76"
"722.50	-54.01	-55.76"
"723.00	-54.01	-55.76"
"723.50	-54.01	-55.76"
"724.00	-54.01	-55.77"
"724.50	-54.01	-55.77"
"725.00	-54.01	-55.77"
"725.50	-54.01	-55.77"
"726.00	-54.01	-55.77"
"726.50	-54.01	-55.77"
"727.00	-54.01	-55.77"
"727.50	-54.01	-55.77"
"728.00	-54.01	-55.77"
"728.50	-54.01	-55.77"
"729.00	-54.01	-55.77"
"729.50	-54.01	-55.77"
"730.00	-54.01	-55.77"
"730.50	-54.01	-55.77"
"731.00	-54.01	-55.77"
"731.50	-54.01	-55.77"
"732.00	-54.01	-55.77"
"732.50	-54.01	-55.77"
"733.00	-54.01	-55.77"
"733.50	-54.01	-55.77"
"734.00	-54.01	-55.77"
"734.50	-54.01	-55.77"
"735.00	-54.01	-55.77"
"735.50	-54.01	-55.77"
"736.00	-54.01	-55.77"
"736.50	-54.01	-55.77"
"737.00	-54.01	-55.77"
"737.50	-54.01	-55.77"
"738.00	-54.01	-55.77"
"738.50	-54.01	-55.77"
"739.00	-54.01	-55.77"
"739.50	-54.01	-55.77"
"740.00	-54.01	-55.77"
"740.50	-54.01	-55.77"
"741.00	-54.01	-55.77"
"741.50	-54.01	-55.77"
"742.00	-54.01	-55.77"
"742.50	-54.01	-55.77"
"743.00	-54.01	-55.77"
"743.50	-54.01	-55.77"
"744.00	-54.01	-55.77"
"744.50	-54.01	-55.77"
"745.00	-54.01	-55.77"
"745.50	-54.01	-55.77"
"746.00	-54.01	-55.77"
"746.50	-54.01	-55.77"
"747.00	-54.01	-55.77"
"747.50	-54.01	-55.77"
"748.00	-54.01	-55.77"
"748.50	-54.01	-55.77"
"749.00	-54.01	-55.77"
"749.50	-54.01	-55.77"
"750.00	-54.01	-55.77"
