"# Depth/um	Stress/MPa	Orihara Stress Fit/Mpa"
"136.00	64.48	58.17"
"136.50	63.94	57.76"
"137.00	63.42	57.35"
"137.50	62.89	56.94"
"138.00	62.36	56.54"
"138.50	61.84	56.13"
"139.00	61.31	55.73"
"139.50	60.79	55.32"
"140.00	60.27	54.92"
"140.50	59.75	54.52"
"141.00	59.24	54.12"
"141.50	58.72	53.72"
"142.00	58.20	53.32"
"142.50	57.69	52.92"
"143.00	57.18	52.52"
"143.50	56.67	52.12"
"144.00	56.16	51.73"
"144.50	55.65	51.33"
"145.00	55.15	50.94"
"145.50	54.64	50.55"
"146.00	54.14	50.15"
"146.50	53.64	49.76"
"147.00	53.14	49.37"
"147.50	52.64	48.98"
"148.00	52.15	48.59"
"148.50	51.65	48.20"
"149.00	51.16	47.82"
"149.50	50.66	47.43"
"150.00	50.17	47.04"
"150.50	49.68	46.66"
"151.00	49.20	46.27"
"151.50	48.71	45.89"
"152.00	48.22	45.51"
"152.50	47.74	45.13"
"153.00	47.26	44.75"
"153.50	46.78	44.37"
"154.00	46.30	43.99"
"154.50	45.82	43.61"
"155.00	45.34	43.23"
"155.50	44.87	42.86"
"156.00	44.40	42.48"
"156.50	43.92	42.11"
"157.00	43.45	41.73"
"157.50	42.99	41.36"
"158.00	42.52	40.99"
"158.50	42.05	40.62"
"159.00	41.59	40.25"
"159.50	41.12	39.88"
"160.00	40.66	39.51"
"160.50	40.20	39.14"
"161.00	39.75	38.78"
"161.50	39.29	38.41"
"162.00	38.83	38.05"
"162.50	38.38	37.68"
"163.00	37.93	37.32"
"163.50	37.48	36.96"
"164.00	37.03	36.60"
"164.50	36.58	36.24"
"165.00	36.13	35.88"
"165.50	35.69	35.52"
"166.00	35.24	35.16"
"166.50	34.80	34.80"
"167.00	34.36	34.45"
"167.50	33.92	34.09"
"168.00	33.48	33.74"
"168.50	33.05	33.38"
"169.00	32.61	33.03"
"169.50	32.18	32.68"
"170.00	31.75	32.33"
"170.50	31.32	31.98"
"171.00	30.89	31.63"
"171.50	30.46	31.28"
"172.00	30.03	30.93"
"172.50	29.61	30.59"
"173.00	29.19	30.24"
"173.50	28.76	29.90"
"174.00	28.34	29.55"
"174.50	27.92	29.21"
"175.00	27.51	28.87"
"175.50	27.09	28.53"
"176.00	26.68	28.19"
"176.50	26.26	27.85"
"177.00	25.85	27.51"
"177.50	25.44	27.17"
"178.00	25.04	26.83"
"178.50	24.63	26.50"
"179.00	24.22	26.16"
"179.50	23.82	25.83"
"180.00	23.42	25.50"
"180.50	23.01	25.16"
"181.00	22.61	24.83"
"181.50	22.22	24.50"
"182.00	21.82	24.17"
"182.50	21.42	23.84"
"183.00	21.03	23.51"
"183.50	20.64	23.19"
"184.00	20.25	22.86"
"184.50	19.86	22.54"
"185.00	19.47	22.21"
"185.50	19.08	21.89"
"186.00	18.70	21.57"
"186.50	18.31	21.24"
"187.00	17.93	20.92"
"187.50	17.55	20.60"
"188.00	17.17	20.28"
"188.50	16.79	19.97"
"189.00	16.42	19.65"
"189.50	16.04	19.33"
"190.00	15.67	19.02"
"190.50	15.29	18.70"
"191.00	14.92	18.39"
"191.50	14.55	18.07"
"192.00	14.19	17.76"
"192.50	13.82	17.45"
"193.00	13.45	17.14"
"193.50	13.09	16.83"
"194.00	12.73	16.52"
"194.50	12.37	16.22"
"195.00	12.01	15.91"
"195.50	11.65	15.60"
"196.00	11.29	15.30"
"196.50	10.94	14.99"
"197.00	10.58	14.69"
"197.50	10.23	14.39"
"198.00	9.88	14.09"
"198.50	9.53	13.79"
"199.00	9.18	13.49"
"199.50	8.83	13.19"
"200.00	8.49	12.89"
"200.50	8.14	12.59"
"201.00	7.80	12.30"
"201.50	7.46	12.00"
"202.00	7.12	11.71"
"202.50	6.78	11.41"
"203.00	6.44	11.12"
"203.50	6.10	10.83"
"204.00	5.77	10.54"
"204.50	5.44	10.25"
"205.00	5.10	9.96"
"205.50	4.77	9.67"
"206.00	4.44	9.38"
"206.50	4.12	9.10"
"207.00	3.79	8.81"
"207.50	3.46	8.53"
"208.00	3.14	8.24"
"208.50	2.82	7.96"
"209.00	2.50	7.68"
"209.50	2.18	7.40"
"210.00	1.86	7.12"
"210.50	1.54	6.84"
"211.00	1.23	6.56"
"211.50	0.91	6.28"
"212.00	0.60	6.00"
"212.50	0.29	5.73"
"213.00	-0.02	5.45"
"213.50	-0.33	5.18"
"214.00	-0.64	4.90"
"214.50	-0.95	4.63"
"215.00	-1.25	4.36"
"215.50	-1.56	4.09"
"216.00	-1.86	3.82"
"216.50	-2.16	3.55"
"217.00	-2.46	3.28"
"217.50	-2.76	3.01"
"218.00	-3.06	2.75"
"218.50	-3.35	2.48"
"219.00	-3.65	2.22"
"219.50	-3.94	1.95"
"220.00	-4.23	1.69"
"220.50	-4.52	1.43"
"221.00	-4.81	1.16"
"221.50	-5.10	0.90"
"222.00	-5.39	0.64"
"222.50	-5.67	0.38"
"223.00	-5.96	0.13"
"223.50	-6.24	-0.13"
"224.00	-6.52	-0.39"
"224.50	-6.80	-0.64"
"225.00	-7.08	-0.90"
"225.50	-7.36	-1.15"
"226.00	-7.64	-1.40"
"226.50	-7.91	-1.66"
"227.00	-8.19	-1.91"
"227.50	-8.46	-2.16"
"228.00	-8.73	-2.41"
"228.50	-9.00	-2.66"
"229.00	-9.27	-2.90"
"229.50	-9.54	-3.15"
"230.00	-9.81	-3.40"
"230.50	-10.07	-3.64"
"231.00	-10.34	-3.89"
"231.50	-10.60	-4.13"
"232.00	-10.86	-4.38"
"232.50	-11.13	-4.62"
"233.00	-11.39	-4.86"
"233.50	-11.64	-5.10"
"234.00	-11.90	-5.34"
"234.50	-12.16	-5.58"
"235.00	-12.41	-5.82"
"235.50	-12.67	-6.05"
"236.00	-12.92	-6.29"
"236.50	-13.17	-6.53"
"237.00	-13.42	-6.76"
"237.50	-13.67	-6.99"
"238.00	-13.92	-7.23"
"238.50	-14.16	-7.46"
"239.00	-14.41	-7.69"
"239.50	-14.65	-7.92"
"240.00	-14.89	-8.15"
"240.50	-15.14	-8.38"
"241.00	-15.38	-8.61"
"241.50	-15.62	-8.84"
"242.00	-15.85	-9.06"
"242.50	-16.09	-9.29"
"243.00	-16.33	-9.51"
"243.50	-16.56	-9.74"
"244.00	-16.80	-9.96"
"244.50	-17.03	-10.18"
"245.00	-17.26	-10.41"
"245.50	-17.49	-10.63"
"246.00	-17.72	-10.85"
"246.50	-17.95	-11.07"
"247.00	-18.17	-11.28"
"247.50	-18.40	-11.50"
"248.00	-18.63	-11.72"
"248.50	-18.85	-11.94"
"249.00	-19.07	-12.15"
"249.50	-19.29	-12.37"
"250.00	-19.51	-12.58"
"250.50	-19.73	-12.79"
"251.00	-19.95	-13.00"
"251.50	-20.17	-13.22"
"252.00	-20.38	-13.43"
"252.50	-20.60	-13.64"
"253.00	-20.81	-13.85"
"253.50	-21.02	-14.05"
"254.00	-21.24	-14.26"
"254.50	-21.45	-14.47"
"255.00	-21.65	-14.67"
"255.50	-21.86	-14.88"
"256.00	-22.07	-15.08"
"256.50	-22.28	-15.29"
"257.00	-22.48	-15.49"
"257.50	-22.69	-15.69"
"258.00	-22.89	-15.89"
"258.50	-23.09	-16.10"
"259.00	-23.29	-16.29"
"259.50	-23.49	-16.49"
"260.00	-23.69	-16.69"
"260.50	-23.89	-16.89"
"261.00	-24.08	-17.09"
"261.50	-24.28	-17.28"
"262.00	-24.48	-17.48"
"262.50	-24.67	-17.67"
"263.00	-24.86	-17.87"
"263.50	-25.05	-18.06"
"264.00	-25.24	-18.25"
"264.50	-25.43	-18.44"
"265.00	-25.62	-18.63"
"265.50	-25.81	-18.82"
"266.00	-26.00	-19.01"
"266.50	-26.18	-19.20"
"267.00	-26.37	-19.39"
"267.50	-26.55	-19.58"
"268.00	-26.73	-19.76"
"268.50	-26.91	-19.95"
"269.00	-27.10	-20.13"
"269.50	-27.27	-20.32"
"270.00	-27.45	-20.50"
"270.50	-27.63	-20.68"
"271.00	-27.81	-20.87"
"271.50	-27.98	-21.05"
"272.00	-28.16	-21.23"
"272.50	-28.33	-21.41"
"273.00	-28.51	-21.59"
"273.50	-28.68	-21.77"
"274.00	-28.85	-21.94"
"274.50	-29.02	-22.12"
"275.00	-29.19	-22.30"
"275.50	-29.36	-22.47"
"276.00	-29.52	-22.65"
"276.50	-29.69	-22.82"
"277.00	-29.86	-22.99"
"277.50	-30.02	-23.17"
"278.00	-30.19	-23.34"
"278.50	-30.35	-23.51"
"279.00	-30.51	-23.68"
"279.50	-30.67	-23.85"
"280.00	-30.83	-24.02"
"280.50	-30.99	-24.19"
"281.00	-31.15	-24.36"
"281.50	-31.31	-24.52"
"282.00	-31.46	-24.69"
"282.50	-31.62	-24.86"
"283.00	-31.77	-25.02"
"283.50	-31.93	-25.18"
"284.00	-32.08	-25.35"
"284.50	-32.23	-25.51"
"285.00	-32.38	-25.67"
"285.50	-32.53	-25.83"
"286.00	-32.68	-26.00"
"286.50	-32.83	-26.16"
"287.00	-32.98	-26.32"
"287.50	-33.13	-26.47"
"288.00	-33.27	-26.63"
"288.50	-33.42	-26.79"
"289.00	-33.56	-26.95"
"289.50	-33.71	-27.10"
"290.00	-33.85	-27.26"
"290.50	-33.99	-27.41"
"291.00	-34.13	-27.57"
"291.50	-34.27	-27.72"
"292.00	-34.41	-27.87"
"292.50	-34.55	-28.03"
"293.00	-34.69	-28.18"
"293.50	-34.83	-28.33"
"294.00	-34.96	-28.48"
"294.50	-35.10	-28.63"
"295.00	-35.23	-28.78"
"295.50	-35.37	-28.93"
"296.00	-35.50	-29.07"
"296.50	-35.63	-29.22"
"297.00	-35.76	-29.37"
"297.50	-35.89	-29.51"
"298.00	-36.02	-29.66"
"298.50	-36.15	-29.80"
"299.00	-36.28	-29.95"
"299.50	-36.41	-30.09"
"300.00	-36.54	-30.23"
"300.50	-36.66	-30.37"
"301.00	-36.79	-30.52"
"301.50	-36.91	-30.66"
"302.00	-37.04	-30.80"
"302.50	-37.16	-30.94"
"303.00	-37.28	-31.07"
"303.50	-37.40	-31.21"
"304.00	-37.52	-31.35"
"304.50	-37.64	-31.49"
"305.00	-37.76	-31.62"
"305.50	-37.88	-31.76"
"306.00	-38.00	-31.89"
"306.50	-38.12	-32.03"
"307.00	-38.23	-32.16"
"307.50	-38.35	-32.30"
"308.00	-38.46	-32.43"
"308.50	-38.58	-32.56"
"309.00	-38.69	-32.69"
"309.50	-38.81	-32.82"
"310.00	-38.92	-32.95"
"310.50	-39.03	-33.08"
"311.00	-39.14	-33.21"
"311.50	-39.25	-33.34"
"312.00	-39.36	-33.47"
"312.50	-39.47	-33.60"
"313.00	-39.58	-33.72"
"313.50	-39.68	-33.85"
"314.00	-39.79	-33.97"
"314.50	-39.90	-34.10"
"315.00	-40.00	-34.22"
"315.50	-40.11	-34.35"
"316.00	-40.21	-34.47"
"316.50	-40.32	-34.59"
"317.00	-40.42	-34.72"
"317.50	-40.52	-34.84"
"318.00	-40.62	-34.96"
"318.50	-40.72	-35.08"
"319.00	-40.82	-35.20"
"319.50	-40.92	-35.32"
"320.00	-41.02	-35.44"
"320.50	-41.12	-35.56"
"321.00	-41.22	-35.67"
"321.50	-41.31	-35.79"
"322.00	-41.41	-35.91"
"322.50	-41.51	-36.02"
"323.00	-41.60	-36.14"
"323.50	-41.70	-36.25"
"324.00	-41.79	-36.37"
"324.50	-41.88	-36.48"
"325.00	-41.98	-36.59"
"325.50	-42.07	-36.71"
"326.00	-42.16	-36.82"
"326.50	-42.25	-36.93"
"327.00	-42.34	-37.04"
"327.50	-42.43	-37.15"
"328.00	-42.52	-37.26"
"328.50	-42.61	-37.37"
"329.00	-42.70	-37.48"
"329.50	-42.78	-37.59"
"330.00	-42.87	-37.70"
"330.50	-42.96	-37.80"
"331.00	-43.04	-37.91"
"331.50	-43.13	-38.02"
"332.00	-43.21	-38.12"
"332.50	-43.30	-38.23"
"333.00	-43.38	-38.33"
"333.50	-43.46	-38.44"
"334.00	-43.55	-38.54"
"334.50	-43.63	-38.65"
"335.00	-43.71	-38.75"
"335.50	-43.79	-38.85"
"336.00	-43.87	-38.95"
"336.50	-43.95	-39.05"
"337.00	-44.03	-39.15"
"337.50	-44.11	-39.25"
"338.00	-44.19	-39.35"
"338.50	-44.26	-39.45"
"339.00	-44.34	-39.55"
"339.50	-44.42	-39.65"
"340.00	-44.49	-39.75"
"340.50	-44.57	-39.84"
"341.00	-44.64	-39.94"
"341.50	-44.72	-40.04"
"342.00	-44.79	-40.13"
"342.50	-44.86	-40.23"
"343.00	-44.94	-40.32"
"343.50	-45.01	-40.42"
"344.00	-45.08	-40.51"
"344.50	-45.15	-40.61"
"345.00	-45.22	-40.70"
"345.50	-45.29	-40.79"
"346.00	-45.36	-40.88"
"346.50	-45.43	-40.97"
"347.00	-45.50	-41.07"
"347.50	-45.57	-41.16"
"348.00	-45.64	-41.25"
"348.50	-45.71	-41.34"
"349.00	-45.77	-41.43"
"349.50	-45.84	-41.51"
"350.00	-45.91	-41.60"
"350.50	-45.97	-41.69"
"351.00	-46.04	-41.78"
"351.50	-46.10	-41.86"
"352.00	-46.17	-41.95"
"352.50	-46.23	-42.04"
"353.00	-46.29	-42.12"
"353.50	-46.36	-42.21"
"354.00	-46.42	-42.29"
"354.50	-46.48	-42.38"
"355.00	-46.54	-42.46"
"355.50	-46.60	-42.54"
"356.00	-46.66	-42.63"
"356.50	-46.72	-42.71"
"357.00	-46.78	-42.79"
"357.50	-46.84	-42.87"
"358.00	-46.90	-42.95"
"358.50	-46.96	-43.04"
"359.00	-47.02	-43.12"
"359.50	-47.08	-43.20"
"360.00	-47.13	-43.28"
"360.50	-47.19	-43.35"
"361.00	-47.25	-43.43"
"361.50	-47.30	-43.51"
"362.00	-47.36	-43.59"
"362.50	-47.42	-43.67"
"363.00	-47.47	-43.74"
"363.50	-47.52	-43.82"
"364.00	-47.58	-43.90"
"364.50	-47.63	-43.97"
"365.00	-47.69	-44.05"
"365.50	-47.74	-44.12"
"366.00	-47.79	-44.20"
"366.50	-47.84	-44.27"
"367.00	-47.90	-44.34"
"367.50	-47.95	-44.42"
"368.00	-48.00	-44.49"
"368.50	-48.05	-44.56"
"369.00	-48.10	-44.64"
"369.50	-48.15	-44.71"
"370.00	-48.20	-44.78"
"370.50	-48.25	-44.85"
"371.00	-48.30	-44.92"
"371.50	-48.34	-44.99"
"372.00	-48.39	-45.06"
"372.50	-48.44	-45.13"
"373.00	-48.49	-45.20"
"373.50	-48.53	-45.27"
"374.00	-48.58	-45.34"
"374.50	-48.63	-45.40"
"375.00	-48.67	-45.47"
"375.50	-48.72	-45.54"
"376.00	-48.76	-45.61"
"376.50	-48.81	-45.67"
"377.00	-48.85	-45.74"
"377.50	-48.90	-45.80"
"378.00	-48.94	-45.87"
"378.50	-48.99	-45.93"
"379.00	-49.03	-46.00"
"379.50	-49.07	-46.06"
"380.00	-49.11	-46.13"
"380.50	-49.16	-46.19"
"381.00	-49.20	-46.25"
"381.50	-49.24	-46.32"
"382.00	-49.28	-46.38"
"382.50	-49.32	-46.44"
"383.00	-49.36	-46.50"
"383.50	-49.40	-46.57"
"384.00	-49.44	-46.63"
"384.50	-49.48	-46.69"
"385.00	-49.52	-46.75"
"385.50	-49.56	-46.81"
"386.00	-49.60	-46.87"
"386.50	-49.64	-46.93"
"387.00	-49.68	-46.99"
"387.50	-49.72	-47.04"
"388.00	-49.75	-47.10"
"388.50	-49.79	-47.16"
"389.00	-49.83	-47.22"
"389.50	-49.87	-47.28"
"390.00	-49.90	-47.33"
"390.50	-49.94	-47.39"
"391.00	-49.97	-47.45"
"391.50	-50.01	-47.50"
"392.00	-50.05	-47.56"
"392.50	-50.08	-47.61"
"393.00	-50.12	-47.67"
"393.50	-50.15	-47.72"
"394.00	-50.18	-47.78"
"394.50	-50.22	-47.83"
"395.00	-50.25	-47.89"
"395.50	-50.29	-47.94"
"396.00	-50.32	-47.99"
"396.50	-50.35	-48.05"
"397.00	-50.38	-48.10"
"397.50	-50.42	-48.15"
"398.00	-50.45	-48.20"
"398.50	-50.48	-48.25"
"399.00	-50.51	-48.31"
"399.50	-50.54	-48.36"
"400.00	-50.58	-48.41"
"400.50	-50.61	-48.46"
"401.00	-50.64	-48.51"
"401.50	-50.67	-48.56"
"402.00	-50.70	-48.61"
"402.50	-50.73	-48.66"
"403.00	-50.76	-48.71"
"403.50	-50.79	-48.76"
"404.00	-50.82	-48.80"
"404.50	-50.84	-48.85"
"405.00	-50.87	-48.90"
"405.50	-50.90	-48.95"
"406.00	-50.93	-48.99"
"406.50	-50.96	-49.04"
"407.00	-50.99	-49.09"
"407.50	-51.01	-49.13"
"408.00	-51.04	-49.18"
"408.50	-51.07	-49.23"
"409.00	-51.10	-49.27"
"409.50	-51.12	-49.32"
"410.00	-51.15	-49.36"
"410.50	-51.17	-49.41"
"411.00	-51.20	-49.45"
"411.50	-51.23	-49.50"
"412.00	-51.25	-49.54"
"412.50	-51.28	-49.58"
"413.00	-51.30	-49.63"
"413.50	-51.33	-49.67"
"414.00	-51.35	-49.71"
"414.50	-51.38	-49.76"
"415.00	-51.40	-49.80"
"415.50	-51.43	-49.84"
"416.00	-51.45	-49.88"
"416.50	-51.47	-49.92"
"417.00	-51.50	-49.97"
"417.50	-51.52	-50.01"
"418.00	-51.54	-50.05"
"418.50	-51.57	-50.09"
"419.00	-51.59	-50.13"
"419.50	-51.61	-50.17"
"420.00	-51.63	-50.21"
"420.50	-51.66	-50.25"
"421.00	-51.68	-50.29"
"421.50	-51.70	-50.33"
"422.00	-51.72	-50.37"
"422.50	-51.74	-50.40"
"423.00	-51.77	-50.44"
"423.50	-51.79	-50.48"
"424.00	-51.81	-50.52"
"424.50	-51.83	-50.56"
"425.00	-51.85	-50.59"
"425.50	-51.87	-50.63"
"426.00	-51.89	-50.67"
"426.50	-51.91	-50.71"
"427.00	-51.93	-50.74"
"427.50	-51.95	-50.78"
"428.00	-51.97	-50.81"
"428.50	-51.99	-50.85"
"429.00	-52.01	-50.89"
"429.50	-52.03	-50.92"
"430.00	-52.05	-50.96"
"430.50	-52.06	-50.99"
"431.00	-52.08	-51.03"
"431.50	-52.10	-51.06"
"432.00	-52.12	-51.10"
"432.50	-52.14	-51.13"
"433.00	-52.16	-51.16"
"433.50	-52.17	-51.20"
"434.00	-52.19	-51.23"
"434.50	-52.21	-51.26"
"435.00	-52.23	-51.30"
"435.50	-52.24	-51.33"
"436.00	-52.26	-51.36"
"436.50	-52.28	-51.39"
"437.00	-52.29	-51.43"
"437.50	-52.31	-51.46"
"438.00	-52.33	-51.49"
"438.50	-52.34	-51.52"
"439.00	-52.36	-51.55"
"439.50	-52.38	-51.58"
"440.00	-52.39	-51.62"
"440.50	-52.41	-51.65"
"441.00	-52.42	-51.68"
"441.50	-52.44	-51.71"
"442.00	-52.45	-51.74"
"442.50	-52.47	-51.77"
"443.00	-52.48	-51.80"
"443.50	-52.50	-51.83"
"444.00	-52.51	-51.86"
"444.50	-52.53	-51.88"
"445.00	-52.54	-51.91"
"445.50	-52.56	-51.94"
"446.00	-52.57	-51.97"
"446.50	-52.59	-52.00"
"447.00	-52.60	-52.03"
"447.50	-52.61	-52.06"
"448.00	-52.63	-52.08"
"448.50	-52.64	-52.11"
"449.00	-52.65	-52.14"
"449.50	-52.67	-52.17"
"450.00	-52.68	-52.19"
"450.50	-52.69	-52.22"
"451.00	-52.71	-52.25"
"451.50	-52.72	-52.27"
"452.00	-52.73	-52.30"
"452.50	-52.75	-52.33"
"453.00	-52.76	-52.35"
"453.50	-52.77	-52.38"
"454.00	-52.78	-52.40"
"454.50	-52.80	-52.43"
"455.00	-52.81	-52.46"
"455.50	-52.82	-52.48"
"456.00	-52.83	-52.51"
"456.50	-52.84	-52.53"
"457.00	-52.86	-52.55"
"457.50	-52.87	-52.58"
"458.00	-52.88	-52.60"
"458.50	-52.89	-52.63"
"459.00	-52.90	-52.65"
"459.50	-52.91	-52.68"
"460.00	-52.92	-52.70"
"460.50	-52.93	-52.72"
"461.00	-52.94	-52.75"
"461.50	-52.96	-52.77"
"462.00	-52.97	-52.79"
