"# Depth/um	Stress/MPa	Orihara Stress Fit/Mpa"
"158.00	-26.93	-18.98"
"158.50	-27.34	-19.37"
"159.00	-27.75	-19.75"
"159.50	-28.15	-20.13"
"160.00	-28.55	-20.51"
"160.50	-28.95	-20.89"
"161.00	-29.35	-21.27"
"161.50	-29.75	-21.65"
"162.00	-30.14	-22.03"
"162.50	-30.53	-22.40"
"163.00	-30.93	-22.77"
"163.50	-31.31	-23.14"
"164.00	-31.70	-23.52"
"164.50	-32.09	-23.88"
"165.00	-32.47	-24.25"
"165.50	-32.85	-24.62"
"166.00	-33.23	-24.98"
"166.50	-33.61	-25.34"
"167.00	-33.98	-25.71"
"167.50	-34.35	-26.07"
"168.00	-34.73	-26.43"
"168.50	-35.10	-26.78"
"169.00	-35.46	-27.14"
"169.50	-35.83	-27.49"
"170.00	-36.19	-27.85"
"170.50	-36.55	-28.20"
"171.00	-36.92	-28.55"
"171.50	-37.27	-28.90"
"172.00	-37.63	-29.25"
"172.50	-37.98	-29.59"
"173.00	-38.34	-29.94"
"173.50	-38.69	-30.28"
"174.00	-39.04	-30.62"
"174.50	-39.39	-30.97"
"175.00	-39.73	-31.31"
"175.50	-40.07	-31.64"
"176.00	-40.42	-31.98"
"176.50	-40.76	-32.32"
"177.00	-41.09	-32.65"
"177.50	-41.43	-32.98"
"178.00	-41.77	-33.31"
"178.50	-42.10	-33.64"
"179.00	-42.43	-33.97"
"179.50	-42.76	-34.30"
"180.00	-43.09	-34.62"
"180.50	-43.41	-34.95"
"181.00	-43.74	-35.27"
"181.50	-44.06	-35.59"
"182.00	-44.38	-35.91"
"182.50	-44.70	-36.23"
"183.00	-45.01	-36.55"
"183.50	-45.33	-36.87"
"184.00	-45.64	-37.18"
"184.50	-45.95	-37.50"
"185.00	-46.26	-37.81"
"185.50	-46.57	-38.12"
"186.00	-46.88	-38.43"
"186.50	-47.18	-38.74"
"187.00	-47.49	-39.04"
"187.50	-47.79	-39.35"
"188.00	-48.09	-39.65"
"188.50	-48.39	-39.96"
"189.00	-48.68	-40.26"
"189.50	-48.98	-40.56"
"190.00	-49.27	-40.86"
"190.50	-49.56	-41.15"
"191.00	-49.85	-41.45"
"191.50	-50.14	-41.75"
"192.00	-50.42	-42.04"
"192.50	-50.71	-42.33"
"193.00	-50.99	-42.62"
"193.50	-51.27	-42.91"
"194.00	-51.55	-43.20"
"194.50	-51.83	-43.49"
"195.00	-52.11	-43.77"
"195.50	-52.38	-44.06"
"196.00	-52.66	-44.34"
"196.50	-52.93	-44.62"
"197.00	-53.20	-44.90"
"197.50	-53.46	-45.18"
"198.00	-53.73	-45.46"
"198.50	-54.00	-45.74"
"199.00	-54.26	-46.01"
"199.50	-54.52	-46.29"
"200.00	-54.78	-46.56"
"200.50	-55.04	-46.83"
"201.00	-55.30	-47.10"
"201.50	-55.55	-47.37"
"202.00	-55.81	-47.64"
"202.50	-56.06	-47.91"
"203.00	-56.31	-48.17"
"203.50	-56.56	-48.43"
"204.00	-56.81	-48.70"
"204.50	-57.06	-48.96"
"205.00	-57.30	-49.22"
"205.50	-57.54	-49.48"
"206.00	-57.79	-49.74"
"206.50	-58.03	-49.99"
"207.00	-58.27	-50.25"
"207.50	-58.50	-50.50"
"208.00	-58.74	-50.75"
"208.50	-58.97	-51.01"
"209.00	-59.21	-51.26"
"209.50	-59.44	-51.51"
"210.00	-59.67	-51.75"
"210.50	-59.90	-52.00"
"211.00	-60.12	-52.24"
"211.50	-60.35	-52.49"
"212.00	-60.57	-52.73"
"212.50	-60.80	-52.97"
"213.00	-61.02	-53.21"
"213.50	-61.24	-53.45"
"214.00	-61.46	-53.69"
"214.50	-61.67	-53.93"
"215.00	-61.89	-54.16"
"215.50	-62.10	-54.40"
"216.00	-62.32	-54.63"
"216.50	-62.53	-54.86"
"217.00	-62.74	-55.10"
"217.50	-62.95	-55.33"
"218.00	-63.15	-55.55"
"218.50	-63.36	-55.78"
"219.00	-63.57	-56.01"
"219.50	-63.77	-56.23"
"220.00	-63.97	-56.46"
"220.50	-64.17	-56.68"
"221.00	-64.37	-56.90"
"221.50	-64.57	-57.12"
"222.00	-64.77	-57.34"
"222.50	-64.96	-57.56"
"223.00	-65.16	-57.78"
"223.50	-65.35	-57.99"
"224.00	-65.54	-58.21"
"224.50	-65.73	-58.42"
"225.00	-65.92	-58.63"
"225.50	-66.11	-58.84"
"226.00	-66.29	-59.05"
"226.50	-66.48	-59.26"
"227.00	-66.66	-59.47"
"227.50	-66.84	-59.68"
"228.00	-67.03	-59.88"
"228.50	-67.21	-60.09"
"229.00	-67.38	-60.29"
"229.50	-67.56	-60.49"
"230.00	-67.74	-60.69"
"230.50	-67.91	-60.89"
"231.00	-68.09	-61.09"
"231.50	-68.26	-61.29"
"232.00	-68.43	-61.49"
"232.50	-68.60	-61.68"
"233.00	-68.77	-61.88"
"233.50	-68.94	-62.07"
"234.00	-69.11	-62.26"
"234.50	-69.27	-62.46"
"235.00	-69.44	-62.65"
"235.50	-69.60	-62.84"
"236.00	-69.76	-63.02"
"236.50	-69.92	-63.21"
"237.00	-70.08	-63.40"
"237.50	-70.24	-63.58"
"238.00	-70.40	-63.77"
"238.50	-70.55	-63.95"
"239.00	-70.71	-64.13"
"239.50	-70.86	-64.31"
"240.00	-71.02	-64.49"
"240.50	-71.17	-64.67"
"241.00	-71.32	-64.85"
"241.50	-71.47	-65.02"
"242.00	-71.62	-65.20"
"242.50	-71.77	-65.37"
"243.00	-71.91	-65.55"
"243.50	-72.06	-65.72"
"244.00	-72.20	-65.89"
"244.50	-72.35	-66.06"
"245.00	-72.49	-66.23"
"245.50	-72.63	-66.40"
"246.00	-72.77	-66.57"
"246.50	-72.91	-66.73"
"247.00	-73.05	-66.90"
"247.50	-73.18	-67.06"
"248.00	-73.32	-67.23"
"248.50	-73.45	-67.39"
"249.00	-73.59	-67.55"
"249.50	-73.72	-67.71"
"250.00	-73.85	-67.87"
"250.50	-73.98	-68.03"
"251.00	-74.11	-68.19"
"251.50	-74.24	-68.34"
"252.00	-74.37	-68.50"
"252.50	-74.50	-68.65"
"253.00	-74.62	-68.81"
"253.50	-74.75	-68.96"
"254.00	-74.87	-69.11"
"254.50	-75.00	-69.26"
"255.00	-75.12	-69.41"
"255.50	-75.24	-69.56"
"256.00	-75.36	-69.71"
"256.50	-75.48	-69.85"
"257.00	-75.60	-70.00"
"257.50	-75.72	-70.15"
"258.00	-75.83	-70.29"
"258.50	-75.95	-70.43"
"259.00	-76.06	-70.58"
"259.50	-76.18	-70.72"
"260.00	-76.29	-70.86"
"260.50	-76.40	-71.00"
"261.00	-76.52	-71.14"
"261.50	-76.63	-71.27"
"262.00	-76.74	-71.41"
"262.50	-76.84	-71.55"
"263.00	-76.95	-71.68"
"263.50	-77.06	-71.82"
"264.00	-77.17	-71.95"
"264.50	-77.27	-72.08"
"265.00	-77.38	-72.21"
"265.50	-77.48	-72.34"
"266.00	-77.58	-72.47"
"266.50	-77.68	-72.60"
"267.00	-77.79	-72.73"
"267.50	-77.89	-72.86"
"268.00	-77.99	-72.98"
"268.50	-78.08	-73.11"
"269.00	-78.18	-73.23"
"269.50	-78.28	-73.36"
"270.00	-78.38	-73.48"
"270.50	-78.47	-73.60"
"271.00	-78.57	-73.72"
"271.50	-78.66	-73.84"
"272.00	-78.75	-73.96"
"272.50	-78.85	-74.08"
"273.00	-78.94	-74.20"
"273.50	-79.03	-74.31"
"274.00	-79.12	-74.43"
"274.50	-79.21	-74.54"
"275.00	-79.30	-74.66"
"275.50	-79.39	-74.77"
"276.00	-79.47	-74.88"
"276.50	-79.56	-75.00"
"277.00	-79.65	-75.11"
"277.50	-79.73	-75.22"
"278.00	-79.82	-75.33"
"278.50	-79.90	-75.44"
"279.00	-79.98	-75.54"
"279.50	-80.06	-75.65"
"280.00	-80.15	-75.76"
"280.50	-80.23	-75.86"
"281.00	-80.31	-75.97"
"281.50	-80.39	-76.07"
"282.00	-80.47	-76.17"
"282.50	-80.54	-76.27"
"283.00	-80.62	-76.38"
"283.50	-80.70	-76.48"
"284.00	-80.78	-76.58"
"284.50	-80.85	-76.68"
"285.00	-80.93	-76.77"
"285.50	-81.00	-76.87"
"286.00	-81.07	-76.97"
"286.50	-81.15	-77.06"
"287.00	-81.22	-77.16"
"287.50	-81.29	-77.25"
"288.00	-81.36	-77.35"
"288.50	-81.43	-77.44"
"289.00	-81.50	-77.53"
"289.50	-81.57	-77.62"
"290.00	-81.64	-77.71"
"290.50	-81.71	-77.80"
"291.00	-81.78	-77.89"
"291.50	-81.84	-77.98"
"292.00	-81.91	-78.07"
"292.50	-81.98	-78.16"
"293.00	-82.04	-78.24"
"293.50	-82.11	-78.33"
"294.00	-82.17	-78.41"
"294.50	-82.23	-78.50"
"295.00	-82.30	-78.58"
"295.50	-82.36	-78.66"
"296.00	-82.42	-78.74"
"296.50	-82.48	-78.82"
"297.00	-82.54	-78.91"
"297.50	-82.60	-78.98"
"298.00	-82.66	-79.06"
"298.50	-82.72	-79.14"
"299.00	-82.78	-79.22"
"299.50	-82.84	-79.30"
"300.00	-82.90	-79.37"
"300.50	-82.95	-79.45"
"301.00	-83.01	-79.52"
"301.50	-83.07	-79.60"
"302.00	-83.12	-79.67"
"302.50	-83.18	-79.74"
"303.00	-83.23	-79.81"
"303.50	-83.28	-79.89"
"304.00	-83.34	-79.96"
"304.50	-83.39	-80.03"
"305.00	-83.44	-80.10"
"305.50	-83.50	-80.16"
"306.00	-83.55	-80.23"
"306.50	-83.60	-80.30"
"307.00	-83.65	-80.37"
"307.50	-83.70	-80.43"
"308.00	-83.75	-80.50"
"308.50	-83.80	-80.56"
"309.00	-83.85	-80.63"
"309.50	-83.90	-80.69"
"310.00	-83.94	-80.75"
"310.50	-83.99	-80.81"
"311.00	-84.04	-80.87"
"311.50	-84.08	-80.93"
"312.00	-84.13	-80.99"
"312.50	-84.18	-81.05"
"313.00	-84.22	-81.11"
"313.50	-84.27	-81.17"
"314.00	-84.31	-81.23"
"314.50	-84.35	-81.28"
"315.00	-84.40	-81.34"
"315.50	-84.44	-81.40"
"316.00	-84.48	-81.45"
"316.50	-84.53	-81.50"
"317.00	-84.57	-81.56"
"317.50	-84.61	-81.61"
"318.00	-84.65	-81.66"
"318.50	-84.69	-81.71"
"319.00	-84.73	-81.77"
"319.50	-84.77	-81.82"
"320.00	-84.81	-81.87"
"320.50	-84.85	-81.91"
"321.00	-84.89	-81.96"
"321.50	-84.93	-82.01"
"322.00	-84.97	-82.06"
"322.50	-85.00	-82.11"
"323.00	-85.04	-82.15"
"323.50	-85.08	-82.20"
"324.00	-85.11	-82.24"
"324.50	-85.15	-82.29"
"325.00	-85.19	-82.33"
"325.50	-85.22	-82.37"
"326.00	-85.26	-82.41"
"326.50	-85.29	-82.46"
"327.00	-85.33	-82.50"
"327.50	-85.36	-82.54"
"328.00	-85.39	-82.58"
"328.50	-85.43	-82.62"
"329.00	-85.46	-82.66"
"329.50	-85.49	-82.69"
"330.00	-85.53	-82.73"
"330.50	-85.56	-82.77"
"331.00	-85.59	-82.81"
"331.50	-85.62	-82.84"
"332.00	-85.65	-82.88"
"332.50	-85.68	-82.91"
"333.00	-85.71	-82.94"
"333.50	-85.74	-82.98"
"334.00	-85.77	-83.01"
"334.50	-85.80	-83.04"
"335.00	-85.83	-83.07"
"335.50	-85.86	-83.11"
"336.00	-85.89	-83.14"
"336.50	-85.92	-83.17"
"337.00	-85.95	-83.20"
"337.50	-85.98	-83.22"
"338.00	-86.00	-83.25"
"338.50	-86.03	-83.28"
"339.00	-86.06	-83.31"
"339.50	-86.09	-83.33"
"340.00	-86.11	-83.36"
"340.50	-86.14	-83.39"
"341.00	-86.16	-83.41"
"341.50	-86.19	-83.43"
"342.00	-86.22	-83.46"
"342.50	-86.24	-83.48"
"343.00	-86.27	-83.50"
"343.50	-86.29	-83.53"
"344.00	-86.32	-83.55"
"344.50	-86.34	-83.57"
"345.00	-86.36	-83.59"
"345.50	-86.39	-83.61"
"346.00	-86.41	-83.63"
"346.50	-86.43	-83.65"
"347.00	-86.46	-83.66"
"347.50	-86.48	-83.68"
"348.00	-86.50	-83.70"
"348.50	-86.52	-83.71"
"349.00	-86.55	-83.73"
"349.50	-86.57	-83.74"
"350.00	-86.59	-83.76"
