"# Depth/um	Stress/MPa	Orihara Stress Fit/Mpa"
"45.00	87.85	81.42"
"45.50	87.08	80.56"
"46.00	86.32	79.70"
"46.50	85.56	78.86"
"47.00	84.79	78.02"
"47.50	84.03	77.20"
"48.00	83.28	76.38"
"48.50	82.52	75.57"
"49.00	81.76	74.77"
"49.50	81.01	73.98"
"50.00	80.25	73.19"
"50.50	79.50	72.41"
"51.00	78.75	71.65"
"51.50	78.00	70.88"
"52.00	77.25	70.13"
"52.50	76.50	69.38"
"53.00	75.75	68.64"
"53.50	75.01	67.91"
"54.00	74.27	67.18"
"54.50	73.52	66.46"
"55.00	72.78	65.74"
"55.50	72.04	65.03"
"56.00	71.30	64.33"
"56.50	70.57	63.63"
"57.00	69.83	62.94"
"57.50	69.10	62.25"
"58.00	68.37	61.56"
"58.50	67.64	60.89"
"59.00	66.91	60.21"
"59.50	66.18	59.54"
"60.00	65.45	58.88"
"60.50	64.73	58.22"
"61.00	64.00	57.56"
"61.50	63.28	56.91"
"62.00	62.56	56.26"
"62.50	61.84	55.61"
"63.00	61.12	54.97"
"63.50	60.41	54.33"
"64.00	59.69	53.70"
"64.50	58.98	53.07"
"65.00	58.27	52.44"
"65.50	57.56	51.82"
"66.00	56.85	51.19"
"66.50	56.14	50.57"
"67.00	55.44	49.96"
"67.50	54.74	49.34"
"68.00	54.03	48.73"
"68.50	53.33	48.13"
"69.00	52.64	47.52"
"69.50	51.94	46.92"
"70.00	51.24	46.32"
"70.50	50.55	45.72"
"71.00	49.86	45.12"
"71.50	49.17	44.53"
"72.00	48.48	43.94"
"72.50	47.79	43.35"
"73.00	47.11	42.76"
"73.50	46.42	42.18"
"74.00	45.74	41.59"
"74.50	45.06	41.01"
"75.00	44.38	40.43"
"75.50	43.71	39.85"
"76.00	43.03	39.28"
"76.50	42.36	38.70"
"77.00	41.69	38.13"
"77.50	41.02	37.56"
"78.00	40.35	36.99"
"78.50	39.68	36.42"
"79.00	39.02	35.86"
"79.50	38.36	35.30"
"80.00	37.69	34.73"
"80.50	37.04	34.17"
"81.00	36.38	33.61"
"81.50	35.72	33.06"
"82.00	35.07	32.50"
"82.50	34.42	31.94"
"83.00	33.77	31.39"
"83.50	33.12	30.84"
"84.00	32.47	30.29"
"84.50	31.83	29.74"
"85.00	31.19	29.19"
"85.50	30.55	28.65"
"86.00	29.91	28.10"
"86.50	29.27	27.56"
"87.00	28.63	27.02"
"87.50	28.00	26.48"
"88.00	27.37	25.94"
"88.50	26.74	25.40"
"89.00	26.11	24.87"
"89.50	25.49	24.33"
"90.00	24.86	23.80"
"90.50	24.24	23.27"
"91.00	23.62	22.74"
"91.50	23.00	22.21"
"92.00	22.39	21.68"
"92.50	21.77	21.16"
"93.00	21.16	20.63"
"93.50	20.55	20.11"
"94.00	19.94	19.59"
"94.50	19.33	19.07"
"95.00	18.73	18.55"
"95.50	18.13	18.03"
"96.00	17.53	17.51"
"96.50	16.93	17.00"
"97.00	16.33	16.48"
"97.50	15.74	15.97"
"98.00	15.14	15.46"
"98.50	14.55	14.95"
"99.00	13.96	14.44"
"99.50	13.38	13.93"
"100.00	12.79	13.43"
"100.50	12.21	12.92"
"101.00	11.63	12.42"
"101.50	11.05	11.92"
"102.00	10.47	11.42"
"102.50	9.90	10.92"
"103.00	9.32	10.42"
"103.50	8.75	9.93"
"104.00	8.19	9.43"
"104.50	7.62	8.94"
"105.00	7.05	8.45"
"105.50	6.49	7.96"
"106.00	5.93	7.47"
"106.50	5.37	6.98"
"107.00	4.81	6.49"
"107.50	4.26	6.01"
"108.00	3.71	5.53"
"108.50	3.16	5.04"
"109.00	2.61	4.56"
"109.50	2.06	4.08"
"110.00	1.52	3.61"
"110.50	0.97	3.13"
"111.00	0.43	2.66"
"111.50	-0.11	2.18"
"112.00	-0.64	1.71"
"112.50	-1.18	1.24"
"113.00	-1.71	0.77"
"113.50	-2.24	0.30"
"114.00	-2.77	-0.17"
"114.50	-3.30	-0.63"
"115.00	-3.82	-1.09"
"115.50	-4.34	-1.56"
"116.00	-4.86	-2.02"
"116.50	-5.38	-2.48"
"117.00	-5.90	-2.93"
"117.50	-6.41	-3.39"
"118.00	-6.92	-3.85"
"118.50	-7.43	-4.30"
"119.00	-7.94	-4.75"
"119.50	-8.45	-5.20"
"120.00	-8.95	-5.65"
"120.50	-9.45	-6.10"
"121.00	-9.95	-6.55"
"121.50	-10.45	-6.99"
"122.00	-10.94	-7.43"
"122.50	-11.44	-7.88"
"123.00	-11.93	-8.32"
"123.50	-12.42	-8.76"
"124.00	-12.91	-9.19"
"124.50	-13.39	-9.63"
"125.00	-13.88	-10.06"
"125.50	-14.36	-10.50"
"126.00	-14.84	-10.93"
"126.50	-15.31	-11.36"
"127.00	-15.79	-11.79"
"127.50	-16.26	-12.22"
"128.00	-16.73	-12.64"
"128.50	-17.20	-13.07"
"129.00	-17.67	-13.49"
"129.50	-18.13	-13.91"
"130.00	-18.60	-14.33"
"130.50	-19.06	-14.75"
"131.00	-19.52	-15.17"
"131.50	-19.97	-15.58"
"132.00	-20.43	-16.00"
"132.50	-20.88	-16.41"
"133.00	-21.33	-16.82"
"133.50	-21.78	-17.23"
"134.00	-22.23	-17.64"
"134.50	-22.67	-18.05"
"135.00	-23.11	-18.45"
"135.50	-23.55	-18.85"
"136.00	-23.99	-19.26"
"136.50	-24.43	-19.66"
"137.00	-24.86	-20.06"
"137.50	-25.29	-20.46"
"138.00	-25.72	-20.85"
"138.50	-26.15	-21.25"
"139.00	-26.58	-21.64"
"139.50	-27.00	-22.03"
"140.00	-27.43	-22.42"
"140.50	-27.85	-22.81"
"141.00	-28.26	-23.20"
"141.50	-28.68	-23.59"
"142.00	-29.10	-23.97"
"142.50	-29.51	-24.35"
"143.00	-29.92	-24.73"
"143.50	-30.33	-25.11"
"144.00	-30.73	-25.49"
"144.50	-31.14	-25.87"
"145.00	-31.54	-26.25"
"145.50	-31.94	-26.62"
"146.00	-32.34	-26.99"
"146.50	-32.73	-27.36"
"147.00	-33.13	-27.73"
"147.50	-33.52	-28.10"
"148.00	-33.91	-28.47"
"148.50	-34.30	-28.83"
"149.00	-34.69	-29.20"
"149.50	-35.07	-29.56"
"150.00	-35.45	-29.92"
"150.50	-35.84	-30.28"
"151.00	-36.21	-30.64"
"151.50	-36.59	-31.00"
"152.00	-36.97	-31.35"
"152.50	-37.34	-31.70"
"153.00	-37.71	-32.06"
"153.50	-38.08	-32.41"
"154.00	-38.45	-32.76"
"154.50	-38.81	-33.10"
"155.00	-39.18	-33.45"
"155.50	-39.54	-33.79"
"156.00	-39.90	-34.14"
"156.50	-40.25	-34.48"
"157.00	-40.61	-34.82"
"157.50	-40.96	-35.16"
"158.00	-41.32	-35.50"
"158.50	-41.67	-35.83"
"159.00	-42.01	-36.17"
"159.50	-42.36	-36.50"
"160.00	-42.71	-36.83"
"160.50	-43.05	-37.16"
"161.00	-43.39	-37.49"
"161.50	-43.73	-37.82"
"162.00	-44.06	-38.14"
"162.50	-44.40	-38.47"
"163.00	-44.73	-38.79"
"163.50	-45.06	-39.11"
"164.00	-45.39	-39.43"
"164.50	-45.72	-39.75"
"165.00	-46.05	-40.07"
"165.50	-46.37	-40.38"
"166.00	-46.70	-40.70"
"166.50	-47.02	-41.01"
"167.00	-47.33	-41.32"
"167.50	-47.65	-41.63"
"168.00	-47.97	-41.94"
"168.50	-48.28	-42.24"
"169.00	-48.59	-42.55"
"169.50	-48.90	-42.85"
"170.00	-49.21	-43.16"
"170.50	-49.52	-43.46"
"171.00	-49.82	-43.76"
"171.50	-50.12	-44.06"
"172.00	-50.42	-44.35"
"172.50	-50.72	-44.65"
"173.00	-51.02	-44.94"
"173.50	-51.32	-45.23"
"174.00	-51.61	-45.53"
"174.50	-51.90	-45.81"
"175.00	-52.19	-46.10"
"175.50	-52.48	-46.39"
"176.00	-52.77	-46.68"
"176.50	-53.05	-46.96"
"177.00	-53.34	-47.24"
"177.50	-53.62	-47.52"
"178.00	-53.90	-47.80"
"178.50	-54.18	-48.08"
"179.00	-54.45	-48.36"
"179.50	-54.73	-48.63"
"180.00	-55.00	-48.91"
"180.50	-55.28	-49.18"
"181.00	-55.55	-49.45"
"181.50	-55.81	-49.72"
"182.00	-56.08	-49.99"
"182.50	-56.35	-50.26"
"183.00	-56.61	-50.52"
"183.50	-56.87	-50.79"
"184.00	-57.13	-51.05"
"184.50	-57.39	-51.31"
"185.00	-57.65	-51.57"
"185.50	-57.90	-51.83"
"186.00	-58.16	-52.09"
"186.50	-58.41	-52.35"
"187.00	-58.66	-52.60"
"187.50	-58.91	-52.86"
"188.00	-59.16	-53.11"
"188.50	-59.40	-53.36"
"189.00	-59.65	-53.61"
"189.50	-59.89	-53.86"
"190.00	-60.13	-54.10"
"190.50	-60.37	-54.35"
"191.00	-60.61	-54.59"
"191.50	-60.84	-54.83"
"192.00	-61.08	-55.08"
"192.50	-61.31	-55.32"
"193.00	-61.55	-55.55"
"193.50	-61.78	-55.79"
"194.00	-62.00	-56.03"
"194.50	-62.23	-56.26"
"195.00	-62.46	-56.50"
"195.50	-62.68	-56.73"
"196.00	-62.91	-56.96"
"196.50	-63.13	-57.19"
"197.00	-63.35	-57.42"
"197.50	-63.57	-57.64"
"198.00	-63.78	-57.87"
"198.50	-64.00	-58.09"
"199.00	-64.21	-58.31"
"199.50	-64.43	-58.54"
"200.00	-64.64	-58.76"
"200.50	-64.85	-58.97"
"201.00	-65.06	-59.19"
"201.50	-65.26	-59.41"
"202.00	-65.47	-59.62"
"202.50	-65.67	-59.84"
"203.00	-65.87	-60.05"
"203.50	-66.08	-60.26"
"204.00	-66.28	-60.47"
"204.50	-66.47	-60.68"
"205.00	-66.67	-60.88"
"205.50	-66.87	-61.09"
"206.00	-67.06	-61.29"
"206.50	-67.26	-61.50"
"207.00	-67.45	-61.70"
"207.50	-67.64	-61.90"
"208.00	-67.83	-62.10"
"208.50	-68.01	-62.30"
"209.00	-68.20	-62.50"
"209.50	-68.39	-62.69"
"210.00	-68.57	-62.89"
"210.50	-68.75	-63.08"
"211.00	-68.93	-63.27"
"211.50	-69.11	-63.46"
"212.00	-69.29	-63.65"
"212.50	-69.47	-63.84"
"213.00	-69.65	-64.03"
"213.50	-69.82	-64.21"
"214.00	-69.99	-64.40"
"214.50	-70.17	-64.58"
"215.00	-70.34	-64.76"
"215.50	-70.51	-64.94"
"216.00	-70.68	-65.12"
"216.50	-70.84	-65.30"
"217.00	-71.01	-65.48"
"217.50	-71.17	-65.65"
"218.00	-71.34	-65.83"
"218.50	-71.50	-66.00"
"219.00	-71.66	-66.17"
"219.50	-71.82	-66.34"
"220.00	-71.98	-66.51"
"220.50	-72.14	-66.68"
"221.00	-72.29	-66.85"
"221.50	-72.45	-67.02"
"222.00	-72.60	-67.18"
"222.50	-72.76	-67.34"
"223.00	-72.91	-67.51"
"223.50	-73.06	-67.67"
"224.00	-73.21	-67.83"
"224.50	-73.36	-67.99"
"225.00	-73.51	-68.15"
"225.50	-73.65	-68.30"
"226.00	-73.80	-68.46"
"226.50	-73.94	-68.61"
"227.00	-74.08	-68.77"
"227.50	-74.22	-68.92"
"228.00	-74.37	-69.07"
"228.50	-74.51	-69.22"
"229.00	-74.64	-69.37"
"229.50	-74.78	-69.51"
"230.00	-74.92	-69.66"
"230.50	-75.05	-69.80"
"231.00	-75.19	-69.95"
"231.50	-75.32	-70.09"
"232.00	-75.45	-70.23"
"232.50	-75.58	-70.37"
"233.00	-75.71	-70.51"
"233.50	-75.84	-70.65"
"234.00	-75.97	-70.79"
"234.50	-76.10	-70.92"
"235.00	-76.22	-71.06"
"235.50	-76.35	-71.19"
"236.00	-76.47	-71.32"
"236.50	-76.60	-71.46"
"237.00	-76.72	-71.59"
"237.50	-76.84	-71.71"
"238.00	-76.96	-71.84"
"238.50	-77.08	-71.97"
"239.00	-77.20	-72.10"
"239.50	-77.31	-72.22"
"240.00	-77.43	-72.34"
"240.50	-77.54	-72.47"
"241.00	-77.66	-72.59"
"241.50	-77.77	-72.71"
"242.00	-77.88	-72.83"
"242.50	-78.00	-72.94"
"243.00	-78.11	-73.06"
"243.50	-78.22	-73.18"
"244.00	-78.33	-73.29"
"244.50	-78.43	-73.41"
"245.00	-78.54	-73.52"
"245.50	-78.65	-73.63"
"246.00	-78.75	-73.74"
"246.50	-78.86	-73.85"
"247.00	-78.96	-73.96"
"247.50	-79.06	-74.07"
"248.00	-79.16	-74.17"
"248.50	-79.27	-74.28"
"249.00	-79.37	-74.38"
"249.50	-79.46	-74.48"
"250.00	-79.56	-74.58"
"250.50	-79.66	-74.69"
"251.00	-79.76	-74.79"
"251.50	-79.85	-74.88"
"252.00	-79.95	-74.98"
"252.50	-80.04	-75.08"
"253.00	-80.14	-75.17"
"253.50	-80.23	-75.27"
"254.00	-80.32	-75.36"
"254.50	-80.41	-75.45"
"255.00	-80.50	-75.55"
"255.50	-80.59	-75.64"
"256.00	-80.68	-75.72"
"256.50	-80.77	-75.81"
"257.00	-80.86	-75.90"
"257.50	-80.94	-75.99"
"258.00	-81.03	-76.07"
"258.50	-81.11	-76.15"
"259.00	-81.20	-76.24"
"259.50	-81.28	-76.32"
"260.00	-81.36	-76.40"
"260.50	-81.45	-76.48"
"261.00	-81.53	-76.56"
"261.50	-81.61	-76.64"
"262.00	-81.69	-76.71"
"262.50	-81.77	-76.79"
"263.00	-81.85	-76.86"
"263.50	-81.92	-76.94"
"264.00	-82.00	-77.01"
"264.50	-82.08	-77.08"
"265.00	-82.15	-77.15"
"265.50	-82.23	-77.22"
"266.00	-82.30	-77.29"
"266.50	-82.38	-77.36"
"267.00	-82.45	-77.43"
"267.50	-82.52	-77.49"
"268.00	-82.59	-77.56"
"268.50	-82.66	-77.62"
"269.00	-82.73	-77.68"
"269.50	-82.80	-77.75"
"270.00	-82.87	-77.81"
"270.50	-82.94	-77.87"
"271.00	-83.01	-77.92"
"271.50	-83.08	-77.98"
"272.00	-83.14	-78.04"
"272.50	-83.21	-78.09"
"273.00	-83.27	-78.15"
"273.50	-83.34	-78.20"
"274.00	-83.40	-78.26"
"274.50	-83.47	-78.31"
"275.00	-83.53	-78.36"
"275.50	-83.59	-78.41"
"276.00	-83.65	-78.46"
"276.50	-83.72	-78.50"
"277.00	-83.78	-78.55"
"277.50	-83.84	-78.60"
"278.00	-83.90	-78.64"
"278.50	-83.96	-78.69"
"279.00	-84.01	-78.73"
"279.50	-84.07	-78.77"
"280.00	-84.13	-78.81"
"280.50	-84.19	-78.85"
"281.00	-84.24	-78.89"
"281.50	-84.30	-78.93"
"282.00	-84.35	-78.97"
"282.50	-84.41	-79.00"
"283.00	-84.46	-79.04"
"283.50	-84.52	-79.07"
"284.00	-84.57	-79.11"
"284.50	-84.62	-79.14"
"285.00	-84.67	-79.17"
"285.50	-84.72	-79.20"
"286.00	-84.78	-79.23"
"286.50	-84.83	-79.26"
"287.00	-84.88	-79.29"
"287.50	-84.93	-79.31"
"288.00	-84.98	-79.34"
"288.50	-85.02	-79.36"
"289.00	-85.07	-79.39"
"289.50	-85.12	-79.41"
"290.00	-85.17	-79.43"
"290.50	-85.21	-79.45"
"291.00	-85.26	-79.47"
"291.50	-85.31	-79.49"
"292.00	-85.35	-79.51"
"292.50	-85.40	-79.52"
"293.00	-85.44	-79.54"
"293.50	-85.49	-79.56"
"294.00	-85.53	-79.57"
"294.50	-85.57	-79.58"
"295.00	-85.61	-79.59"
"295.50	-85.66	-79.61"
"296.00	-85.70	-79.62"
"296.50	-85.74	-79.63"
"297.00	-85.78	-79.63"
"297.50	-85.82	-79.64"
"298.00	-85.86	-79.65"
"298.50	-85.90	-79.65"
"299.00	-85.94	-79.66"
"299.50	-85.98	-79.66"
"300.00	-86.02	-79.66"
