,stress_x,stress_y
495,247.5,-79.06
496,248.0,-79.16
497,248.5,-79.27
498,249.0,-79.37
499,249.5,-79.46
500,250.0,-79.56
501,250.5,-79.66
502,251.0,-79.76
503,251.5,-79.85
504,252.0,-79.95
505,252.5,-80.04
506,253.0,-80.14
507,253.5,-80.23
508,254.0,-80.32
509,254.5,-80.41
510,255.0,-80.5
511,255.5,-80.59
512,256.0,-80.68
513,256.5,-80.77
514,257.0,-80.86
515,257.5,-80.94
516,258.0,-81.03
517,258.5,-81.11
518,259.0,-81.2
519,259.5,-81.28
520,260.0,-81.36
521,260.5,-81.45
522,261.0,-81.53
523,261.5,-81.61
524,262.0,-81.69
525,262.5,-81.77
526,263.0,-81.85
527,263.5,-81.92
528,264.0,-82.0
529,264.5,-82.08
530,265.0,-82.15
531,265.5,-82.23
532,266.0,-82.3
533,266.5,-82.38
534,267.0,-82.45
535,267.5,-82.52
536,268.0,-82.59
537,268.5,-82.66
538,269.0,-82.73
539,269.5,-82.8
540,270.0,-82.87
541,270.5,-82.94
542,271.0,-83.01
543,271.5,-83.08
544,272.0,-83.14
545,272.5,-83.21
546,273.0,-83.27
547,273.5,-83.34
548,274.0,-83.4
549,274.5,-83.47
550,275.0,-83.53
551,275.5,-83.59
552,276.0,-83.65
553,276.5,-83.72
554,277.0,-83.78
555,277.5,-83.84
556,278.0,-83.9
557,278.5,-83.96
558,279.0,-84.01
559,279.5,-84.07
560,280.0,-84.13
561,280.5,-84.19
562,281.0,-84.24
563,281.5,-84.3
564,282.0,-84.35
565,282.5,-84.41
566,283.0,-84.46
567,283.5,-84.52
568,284.0,-84.57
569,284.5,-84.62
570,285.0,-84.67
571,285.5,-84.72
572,286.0,-84.78
573,286.5,-84.83
574,287.0,-84.88
575,287.5,-84.93
576,288.0,-84.98
577,288.5,-85.02
578,289.0,-85.07
579,289.5,-85.12
580,290.0,-85.17
581,290.5,-85.21
582,291.0,-85.26
583,291.5,-85.31
584,292.0,-85.35
585,292.5,-85.4
586,293.0,-85.44
587,293.5,-85.49
588,294.0,-85.53
589,294.5,-85.57
590,295.0,-85.61
591,295.5,-85.66
592,296.0,-85.7
593,296.5,-85.74
594,297.0,-85.78
595,297.5,-85.82
596,298.0,-85.86
597,298.5,-85.9
598,299.0,-85.94
599,299.5,-85.98
600,300.0,-86.02
