"# Depth/um	Stress/MPa	Orihara Stress Fit/Mpa"
"131.50	-30.71	-20.56"
"132.00	-31.14	-20.97"
"132.50	-31.58	-21.37"
"133.00	-32.01	-21.77"
"133.50	-32.43	-22.17"
"134.00	-32.86	-22.57"
"134.50	-33.28	-22.97"
"135.00	-33.70	-23.37"
"135.50	-34.12	-23.76"
"136.00	-34.54	-24.16"
"136.50	-34.95	-24.55"
"137.00	-35.36	-24.94"
"137.50	-35.77	-25.33"
"138.00	-36.18	-25.72"
"138.50	-36.58	-26.10"
"139.00	-36.98	-26.49"
"139.50	-37.38	-26.87"
"140.00	-37.78	-27.25"
"140.50	-38.17	-27.63"
"141.00	-38.56	-28.01"
"141.50	-38.95	-28.39"
"142.00	-39.34	-28.76"
"142.50	-39.72	-29.13"
"143.00	-40.11	-29.51"
"143.50	-40.49	-29.88"
"144.00	-40.86	-30.25"
"144.50	-41.24	-30.61"
"145.00	-41.61	-30.98"
"145.50	-41.98	-31.34"
"146.00	-42.35	-31.71"
"146.50	-42.72	-32.07"
"147.00	-43.08	-32.43"
"147.50	-43.44	-32.79"
"148.00	-43.80	-33.14"
"148.50	-44.16	-33.50"
"149.00	-44.51	-33.85"
"149.50	-44.87	-34.20"
"150.00	-45.22	-34.55"
"150.50	-45.57	-34.90"
"151.00	-45.91	-35.25"
"151.50	-46.25	-35.60"
"152.00	-46.60	-35.94"
"152.50	-46.93	-36.28"
"153.00	-47.27	-36.63"
"153.50	-47.61	-36.97"
"154.00	-47.94	-37.30"
"154.50	-48.27	-37.64"
"155.00	-48.60	-37.98"
"155.50	-48.92	-38.31"
"156.00	-49.25	-38.64"
"156.50	-49.57	-38.97"
"157.00	-49.89	-39.30"
"157.50	-50.20	-39.63"
"158.00	-50.52	-39.96"
"158.50	-50.83	-40.28"
"159.00	-51.14	-40.60"
"159.50	-51.45	-40.93"
"160.00	-51.76	-41.25"
"160.50	-52.06	-41.57"
"161.00	-52.36	-41.88"
"161.50	-52.66	-42.20"
"162.00	-52.96	-42.51"
"162.50	-53.26	-42.82"
"163.00	-53.55	-43.14"
"163.50	-53.84	-43.45"
"164.00	-54.13	-43.75"
"164.50	-54.42	-44.06"
"165.00	-54.71	-44.36"
"165.50	-54.99	-44.67"
"166.00	-55.27	-44.97"
"166.50	-55.55	-45.27"
"167.00	-55.83	-45.57"
"167.50	-56.11	-45.87"
"168.00	-56.38	-46.16"
"168.50	-56.65	-46.46"
"169.00	-56.92	-46.75"
"169.50	-57.19	-47.04"
"170.00	-57.46	-47.33"
"170.50	-57.72	-47.62"
"171.00	-57.98	-47.91"
"171.50	-58.24	-48.19"
"172.00	-58.50	-48.48"
"172.50	-58.76	-48.76"
"173.00	-59.01	-49.04"
"173.50	-59.27	-49.32"
"174.00	-59.52	-49.60"
"174.50	-59.77	-49.88"
"175.00	-60.01	-50.15"
"175.50	-60.26	-50.43"
"176.00	-60.50	-50.70"
"176.50	-60.74	-50.97"
"177.00	-60.98	-51.24"
"177.50	-61.22	-51.51"
"178.00	-61.46	-51.77"
"178.50	-61.69	-52.04"
"179.00	-61.92	-52.30"
"179.50	-62.15	-52.56"
"180.00	-62.38	-52.82"
"180.50	-62.61	-53.08"
"181.00	-62.83	-53.34"
"181.50	-63.06	-53.60"
"182.00	-63.28	-53.85"
"182.50	-63.50	-54.11"
"183.00	-63.72	-54.36"
"183.50	-63.94	-54.61"
"184.00	-64.15	-54.86"
"184.50	-64.36	-55.10"
"185.00	-64.58	-55.35"
"185.50	-64.79	-55.59"
"186.00	-64.99	-55.84"
"186.50	-65.20	-56.08"
"187.00	-65.41	-56.32"
"187.50	-65.61	-56.56"
"188.00	-65.81	-56.80"
"188.50	-66.01	-57.03"
"189.00	-66.21	-57.27"
"189.50	-66.41	-57.50"
"190.00	-66.60	-57.73"
"190.50	-66.79	-57.96"
"191.00	-66.99	-58.19"
"191.50	-67.18	-58.42"
"192.00	-67.37	-58.65"
"192.50	-67.55	-58.87"
"193.00	-67.74	-59.09"
"193.50	-67.92	-59.32"
"194.00	-68.11	-59.54"
"194.50	-68.29	-59.76"
"195.00	-68.47	-59.97"
"195.50	-68.65	-60.19"
"196.00	-68.82	-60.41"
"196.50	-69.00	-60.62"
"197.00	-69.17	-60.83"
"197.50	-69.34	-61.04"
"198.00	-69.52	-61.25"
"198.50	-69.68	-61.46"
"199.00	-69.85	-61.67"
"199.50	-70.02	-61.87"
"200.00	-70.18	-62.08"
"200.50	-70.35	-62.28"
"201.00	-70.51	-62.48"
"201.50	-70.67	-62.68"
"202.00	-70.83	-62.88"
"202.50	-70.99	-63.08"
"203.00	-71.15	-63.27"
"203.50	-71.30	-63.47"
"204.00	-71.46	-63.66"
"204.50	-71.61	-63.85"
"205.00	-71.76	-64.04"
"205.50	-71.91	-64.23"
"206.00	-72.06	-64.42"
"206.50	-72.21	-64.60"
"207.00	-72.35	-64.79"
"207.50	-72.50	-64.97"
"208.00	-72.64	-65.16"
"208.50	-72.78	-65.34"
"209.00	-72.92	-65.52"
"209.50	-73.06	-65.69"
"210.00	-73.20	-65.87"
"210.50	-73.34	-66.05"
"211.00	-73.47	-66.22"
"211.50	-73.61	-66.39"
"212.00	-73.74	-66.57"
"212.50	-73.88	-66.74"
"213.00	-74.01	-66.91"
"213.50	-74.14	-67.07"
"214.00	-74.27	-67.24"
"214.50	-74.39	-67.40"
"215.00	-74.52	-67.57"
"215.50	-74.64	-67.73"
"216.00	-74.77	-67.89"
"216.50	-74.89	-68.05"
"217.00	-75.01	-68.21"
"217.50	-75.13	-68.37"
"218.00	-75.25	-68.52"
"218.50	-75.37	-68.68"
"219.00	-75.49	-68.83"
"219.50	-75.61	-68.98"
"220.00	-75.72	-69.13"
"220.50	-75.83	-69.28"
"221.00	-75.95	-69.43"
"221.50	-76.06	-69.58"
"222.00	-76.17	-69.73"
"222.50	-76.28	-69.87"
"223.00	-76.39	-70.01"
"223.50	-76.50	-70.15"
"224.00	-76.60	-70.30"
"224.50	-76.71	-70.43"
"225.00	-76.81	-70.57"
"225.50	-76.92	-70.71"
"226.00	-77.02	-70.84"
"226.50	-77.12	-70.98"
"227.00	-77.22	-71.11"
"227.50	-77.32	-71.24"
"228.00	-77.42	-71.37"
"228.50	-77.52	-71.50"
"229.00	-77.62	-71.63"
"229.50	-77.71	-71.76"
"230.00	-77.81	-71.88"
"230.50	-77.90	-72.01"
"231.00	-77.99	-72.13"
"231.50	-78.08	-72.25"
"232.00	-78.18	-72.37"
"232.50	-78.27	-72.49"
"233.00	-78.36	-72.61"
"233.50	-78.44	-72.73"
"234.00	-78.53	-72.84"
"234.50	-78.62	-72.96"
"235.00	-78.70	-73.07"
"235.50	-78.79	-73.18"
"236.00	-78.87	-73.29"
"236.50	-78.96	-73.40"
"237.00	-79.04	-73.51"
"237.50	-79.12	-73.62"
"238.00	-79.20	-73.73"
"238.50	-79.28	-73.83"
"239.00	-79.36	-73.93"
"239.50	-79.44	-74.04"
"240.00	-79.52	-74.14"
"240.50	-79.59	-74.24"
"241.00	-79.67	-74.34"
"241.50	-79.74	-74.43"
"242.00	-79.82	-74.53"
"242.50	-79.89	-74.62"
"243.00	-79.97	-74.72"
"243.50	-80.04	-74.81"
"244.00	-80.11	-74.90"
"244.50	-80.18	-74.99"
"245.00	-80.25	-75.08"
"245.50	-80.32	-75.17"
"246.00	-80.39	-75.26"
"246.50	-80.45	-75.34"
"247.00	-80.52	-75.43"
"247.50	-80.59	-75.51"
"248.00	-80.65	-75.59"
"248.50	-80.72	-75.67"
"249.00	-80.78	-75.75"
"249.50	-80.85	-75.83"
"250.00	-80.91	-75.91"
"250.50	-80.97	-75.98"
"251.00	-81.03	-76.06"
"251.50	-81.09	-76.13"
"252.00	-81.15	-76.20"
"252.50	-81.21	-76.27"
"253.00	-81.27	-76.34"
"253.50	-81.33	-76.41"
"254.00	-81.39	-76.48"
"254.50	-81.44	-76.55"
"255.00	-81.50	-76.61"
"255.50	-81.56	-76.68"
"256.00	-81.61	-76.74"
"256.50	-81.67	-76.80"
"257.00	-81.72	-76.86"
"257.50	-81.77	-76.92"
"258.00	-81.83	-76.98"
"258.50	-81.88	-77.04"
"259.00	-81.93	-77.10"
"259.50	-81.98	-77.15"
"260.00	-82.03	-77.21"
"260.50	-82.08	-77.26"
"261.00	-82.13	-77.31"
"261.50	-82.18	-77.36"
"262.00	-82.23	-77.41"
"262.50	-82.28	-77.46"
"263.00	-82.32	-77.51"
"263.50	-82.37	-77.55"
"264.00	-82.42	-77.60"
"264.50	-82.46	-77.64"
"265.00	-82.51	-77.68"
"265.50	-82.55	-77.72"
"266.00	-82.60	-77.76"
"266.50	-82.64	-77.80"
"267.00	-82.68	-77.84"
"267.50	-82.72	-77.88"
"268.00	-82.77	-77.91"
"268.50	-82.81	-77.95"
"269.00	-82.85	-77.98"
"269.50	-82.89	-78.01"
"270.00	-82.93	-78.04"
"270.50	-82.97	-78.07"
"271.00	-83.01	-78.10"
"271.50	-83.05	-78.13"
"272.00	-83.09	-78.16"
"272.50	-83.12	-78.18"
"273.00	-83.16	-78.21"
"273.50	-83.20	-78.23"
"274.00	-83.24	-78.25"
"274.50	-83.27	-78.27"
"275.00	-83.31	-78.29"
