,stress_x,stress_y
289,144.5,-41.24
290,145.0,-41.61
291,145.5,-41.98
292,146.0,-42.35
293,146.5,-42.72
294,147.0,-43.08
295,147.5,-43.44
296,148.0,-43.8
297,148.5,-44.16
298,149.0,-44.51
299,149.5,-44.87
300,150.0,-45.22
301,150.5,-45.57
302,151.0,-45.91
303,151.5,-46.25
304,152.0,-46.6
305,152.5,-46.93
306,153.0,-47.27
307,153.5,-47.61
308,154.0,-47.94
309,154.5,-48.27
310,155.0,-48.6
311,155.5,-48.92
312,156.0,-49.25
313,156.5,-49.57
314,157.0,-49.89
315,157.5,-50.2
316,158.0,-50.52
317,158.5,-50.83
318,159.0,-51.14
319,159.5,-51.45
320,160.0,-51.76
321,160.5,-52.06
322,161.0,-52.36
323,161.5,-52.66
324,162.0,-52.96
325,162.5,-53.26
326,163.0,-53.55
327,163.5,-53.84
328,164.0,-54.13
329,164.5,-54.42
330,165.0,-54.71
331,165.5,-54.99
332,166.0,-55.27
333,166.5,-55.55
334,167.0,-55.83
335,167.5,-56.11
336,168.0,-56.38
337,168.5,-56.65
338,169.0,-56.92
339,169.5,-57.19
340,170.0,-57.46
341,170.5,-57.72
342,171.0,-57.98
343,171.5,-58.24
344,172.0,-58.5
345,172.5,-58.76
346,173.0,-59.01
347,173.5,-59.27
348,174.0,-59.52
349,174.5,-59.77
350,175.0,-60.01
351,175.5,-60.26
352,176.0,-60.5
353,176.5,-60.74
354,177.0,-60.98
355,177.5,-61.22
356,178.0,-61.46
357,178.5,-61.69
358,179.0,-61.92
359,179.5,-62.15
360,180.0,-62.38
361,180.5,-62.61
362,181.0,-62.83
363,181.5,-63.06
364,182.0,-63.28
365,182.5,-63.5
366,183.0,-63.72
367,183.5,-63.94
368,184.0,-64.15
369,184.5,-64.36
370,185.0,-64.58
371,185.5,-64.79
372,186.0,-64.99
373,186.5,-65.2
374,187.0,-65.41
375,187.5,-65.61
376,188.0,-65.81
377,188.5,-66.01
378,189.0,-66.21
379,189.5,-66.41
380,190.0,-66.6
381,190.5,-66.79
382,191.0,-66.99
383,191.5,-67.18
384,192.0,-67.37
385,192.5,-67.55
386,193.0,-67.74
387,193.5,-67.92
388,194.0,-68.11
389,194.5,-68.29
390,195.0,-68.47
391,195.5,-68.65
392,196.0,-68.82
393,196.5,-69.0
394,197.0,-69.17
395,197.5,-69.34
396,198.0,-69.52
397,198.5,-69.68
398,199.0,-69.85
399,199.5,-70.02
400,200.0,-70.18
401,200.5,-70.35
402,201.0,-70.51
403,201.5,-70.67
404,202.0,-70.83
405,202.5,-70.99
406,203.0,-71.15
407,203.5,-71.3
408,204.0,-71.46
409,204.5,-71.61
410,205.0,-71.76
411,205.5,-71.91
412,206.0,-72.06
413,206.5,-72.21
414,207.0,-72.35
415,207.5,-72.5
416,208.0,-72.64
417,208.5,-72.78
418,209.0,-72.92
419,209.5,-73.06
420,210.0,-73.2
421,210.5,-73.34
422,211.0,-73.47
423,211.5,-73.61
424,212.0,-73.74
425,212.5,-73.88
426,213.0,-74.01
427,213.5,-74.14
428,214.0,-74.27
429,214.5,-74.39
430,215.0,-74.52
431,215.5,-74.64
432,216.0,-74.77
433,216.5,-74.89
434,217.0,-75.01
435,217.5,-75.13
436,218.0,-75.25
437,218.5,-75.37
438,219.0,-75.49
439,219.5,-75.61
440,220.0,-75.72
441,220.5,-75.83
442,221.0,-75.95
443,221.5,-76.06
444,222.0,-76.17
445,222.5,-76.28
446,223.0,-76.39
447,223.5,-76.5
448,224.0,-76.6
449,224.5,-76.71
450,225.0,-76.81
451,225.5,-76.92
452,226.0,-77.02
453,226.5,-77.12
454,227.0,-77.22
455,227.5,-77.32
456,228.0,-77.42
457,228.5,-77.52
458,229.0,-77.62
459,229.5,-77.71
460,230.0,-77.81
461,230.5,-77.9
462,231.0,-77.99
463,231.5,-78.08
464,232.0,-78.18
465,232.5,-78.27
466,233.0,-78.36
467,233.5,-78.44
468,234.0,-78.53
469,234.5,-78.62
470,235.0,-78.7
471,235.5,-78.79
472,236.0,-78.87
473,236.5,-78.96
474,237.0,-79.04
475,237.5,-79.12
476,238.0,-79.2
477,238.5,-79.28
478,239.0,-79.36
479,239.5,-79.44
480,240.0,-79.52
481,240.5,-79.59
482,241.0,-79.67
483,241.5,-79.74
484,242.0,-79.82
485,242.5,-79.89
486,243.0,-79.97
487,243.5,-80.04
488,244.0,-80.11
489,244.5,-80.18
490,245.0,-80.25
491,245.5,-80.32
492,246.0,-80.39
493,246.5,-80.45
494,247.0,-80.52
495,247.5,-80.59
496,248.0,-80.65
497,248.5,-80.72
498,249.0,-80.78
499,249.5,-80.85
500,250.0,-80.91
501,250.5,-80.97
502,251.0,-81.03
503,251.5,-81.09
504,252.0,-81.15
505,252.5,-81.21
506,253.0,-81.27
507,253.5,-81.33
508,254.0,-81.39
509,254.5,-81.44
510,255.0,-81.5
511,255.5,-81.56
512,256.0,-81.61
513,256.5,-81.67
514,257.0,-81.72
515,257.5,-81.77
516,258.0,-81.83
517,258.5,-81.88
518,259.0,-81.93
519,259.5,-81.98
520,260.0,-82.03
521,260.5,-82.08
522,261.0,-82.13
523,261.5,-82.18
524,262.0,-82.23
525,262.5,-82.28
526,263.0,-82.32
527,263.5,-82.37
528,264.0,-82.42
529,264.5,-82.46
530,265.0,-82.51
531,265.5,-82.55
532,266.0,-82.6
533,266.5,-82.64
534,267.0,-82.68
535,267.5,-82.72
536,268.0,-82.77
537,268.5,-82.81
538,269.0,-82.85
539,269.5,-82.89
540,270.0,-82.93
541,270.5,-82.97
542,271.0,-83.01
543,271.5,-83.05
544,272.0,-83.09
545,272.5,-83.12
546,273.0,-83.16
547,273.5,-83.2
548,274.0,-83.24
549,274.5,-83.27
550,275.0,-83.31
